kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag
10797460,K00752.01,Kepler-227 b,CONFIRMED,9.48803557,0.146,2.9575,615.8,2.26,793.0,93.59,35.8,2,142.0,5455.0,4.467,0.14,0.927,0.919,291.93423,48.141651,15.347
10797460,K00752.02,Kepler-227 c,CONFIRMED,54.4183827,0.586,4.507,874.8,2.83,443.0,9.11,25.8,2,25.0,5455.0,4.467,0.14,0.927,0.919,291.93423,48.141651,15.347
10811496,K00753.01,,CANDIDATE,19.89913995,0.969,1.7822,10829.0,14.6,638.0,39.3,76.3,1,56.0,5853.0,4.544,-0.18,0.868,0.961,297.00482,48.134129,15.436
10848459,K00754.01,,FALSE POSITIVE,1.736952453,1.276,2.40641,8079.2,33.46,1395.0,891.96,505.6,1,621.0,5805.0,4.564,-0.52,0.791,0.836,285.53461,48.28521,15.597
10854555,K00755.01,Kepler-664 b,CONFIRMED,2.525591777,0.701,1.6545,603.3,2.75,1406.0,926.16,40.9,1,515.0,6031.0,4.438,0.07,1.046,1.095,288.75488,48.2262,15.509
10872983,K00756.01,Kepler-228 d,CONFIRMED,11.09432054,0.538,4.5945,1517.5,3.9,835.0,114.81,66.5,3,95.0,6046.0,4.486,-0.08,0.972,1.053,296.28613,48.22467,15.714
10872983,K00756.02,Kepler-228 c,CONFIRMED,4.13443512,0.762,3.1402,686.0,2.77,1160.0,427.65,40.2,3,240.0,6046.0,4.486,-0.08,0.972,1.053,296.28613,48.22467,15.714
10872983,K00756.03,Kepler-228 b,CONFIRMED,2.56658897,0.755,2.429,226.5,1.59,1360.0,807.74,15.0,3,355.0,6046.0,4.486,-0.08,0.972,1.053,296.28613,48.22467,15.714
6721123,K00114.01,,FALSE POSITIVE,7.36178958,1.169,5.022,233.7,39.21,1342.0,767.22,47.7,1,185.0,6227.0,3.986,0.0,1.958,1.358,298.86435,42.151569,12.66
10910878,K00757.01,Kepler-229 c,CONFIRMED,16.06864674,0.052,3.5347,4914.3,5.76,600.0,30.75,161.9,3,69.0,5031.0,4.485,0.16,0.848,0.801,286.99948,48.37579,15.841
11446443,K00001.01,Kepler-1 b,CONFIRMED,2.470613377,0.818,1.74319,14230.9,13.04,1339.0,761.46,4304.3,1,432.0,5820.0,4.457,-0.06,0.964,0.971,286.80847,49.316399,11.338
10666592,K00002.01,Kepler-2 b,CONFIRMED,2.204735417,0.224,3.88864,6674.7,16.1,2048.0,4148.92,5945.9,1,611.0,6440.0,4.019,0.14,1.952,1.449,292.24728,47.969521,10.463
6922244,K00010.01,Kepler-8 b,CONFIRMED,3.522498429,0.631,3.19843,9145.7,14.59,1521.0,1264.67,1741.5,1,384.0,6225.0,4.169,-0.04,1.451,1.132,281.28812,42.45108,13.563
10984090,K00112.02,Kepler-466 c,CONFIRMED,3.709214104,0.051,2.6302,131.1,1.16,1206.0,500.46,50.6,2,352.0,5833.0,4.407,-0.04,1.022,0.974,295.64871,48.49556,12.772
10419211,K00742.01,,FALSE POSITIVE,11.521446064,2.483,3.6399,17984.3,150.51,753.0,75.88,622.1,1,96.0,5795.0,4.554,-0.2,0.848,0.938,297.07993,47.597401,15.472
10464078,K00743.01,,FALSE POSITIVE,19.40393776,0.804,12.2155,8918.7,7.18,523.0,17.69,214.7,1,71.0,5043.0,4.591,-0.54,0.68,0.657,289.25821,47.635319,15.487
10480982,K00744.01,,FALSE POSITIVE,19.221388942,1.065,4.79843,74284.0,49.29,698.0,55.97,2317.0,2,55.0,6117.0,4.496,-0.22,0.947,1.025,295.81454,47.69035,15.341
10485250,K00745.01,,FALSE POSITIVE,16.46983774,0.292,9.4378,10478.9,7.94,595.0,29.61,303.4,1,66.0,5152.0,4.517,-0.2,0.786,0.741,297.15442,47.668701,15.788
10526549,K00746.01,Kepler-660 b,CONFIRMED,9.27358173,0.387,3.2875,1288.3,2.47,649.0,41.85,87.2,1,144.0,4856.0,4.583,-0.3,0.696,0.676,288.13824,47.724449,15.302
10583066,K00747.01,Kepler-661 b,CONFIRMED,6.02930329,0.258,1.5821,1912.7,2.85,678.0,50.04,65.4,1,215.0,4537.0,4.648,0.21,0.672,0.761,283.71088,47.86327,15.784
10583180,K00748.01,,FALSE POSITIVE,2.696370652,0.044,3.6129,397.9,1.58,1066.0,305.34,48.2,1,501.0,4989.0,4.504,0.1,0.819,0.781,283.76547,47.804298,15.269
10601284,K00749.01,Kepler-226 c,CONFIRMED,5.349553819,0.092,3.0278,831.0,2.55,919.0,168.99,60.6,3,247.0,5185.0,4.44,0.16,0.91,0.831,292.37613,47.880989,15.416
10601284,K00749.02,Kepler-226 b,CONFIRMED,3.94105221,0.226,2.5984,363.3,1.7,1018.0,253.15,28.9,3,322.0,5185.0,4.44,0.16,0.91,0.831,292.37613,47.880989,15.416
10601284,K00749.03,Kepler-226 d,CONFIRMED,8.10904807,0.025,3.596,217.4,1.3,800.0,97.03,14.1,3,141.0,5185.0,4.44,0.16,0.91,0.831,292.37613,47.880989,15.416
2306756,K00113.01,,FALSE POSITIVE,386.6030528,0.9765,6.8057,24926.6,41.5,297.0,1.84,994.0,1,,5543.0,4.081,0.44,1.58,1.103,292.27374,37.671558,12.394
10662202,K00750.01,Kepler-662 b,CONFIRMED,21.67699193,0.896,3.4555,857.2,2.95,530.0,18.64,34.3,4,62.0,4954.0,4.5,0.18,0.828,0.791,290.46512,47.92918,15.377
10682541,K00751.01,Kepler-663 b,CONFIRMED,4.99677968,0.71,2.1717,934.7,2.78,917.0,166.95,28.2,1,208.0,5339.0,4.552,0.18,0.847,0.931,297.80826,47.946671,15.861
11460018,K00769.01,Kepler-671 b,CONFIRMED,4.280963604,0.424,2.875,750.8,2.3,1012.0,247.87,61.8,1,311.0,5644.0,4.564,-0.14,0.831,0.928,294.26581,49.314091,15.356
11463211,K00770.01,,FALSE POSITIVE,1.50635409,0.86,1.5155,2211.7,4.53,1452.0,1054.12,181.1,1,882.0,5714.0,4.563,-0.2,0.831,0.926,295.66522,49.351009,15.525
11465813,K00771.01,,FALSE POSITIVE,670.645531,0.701,53.412,18090.6,14.14,196.0,0.35,642.7,1,3.0,5520.0,4.466,0.48,0.983,1.03,296.69861,49.316479,15.207
11493732,K00772.01,,FALSE POSITIVE,61.2563628,1.248,7.633,5123.3,39.87,505.0,15.43,85.3,1,13.0,6144.0,4.402,0.0,1.091,1.093,283.72592,49.479519,15.25
11507101,K00773.01,Kepler-672 b,CONFIRMED,38.3775486,0.468,5.588,724.2,2.82,529.0,18.53,34.7,1,37.0,5481.0,4.369,0.16,1.036,0.915,291.72202,49.480869,15.172
10910878,K00757.02,Kepler-229 d,CONFIRMED,41.19725502,0.045,4.6297,2213.9,3.86,439.0,8.76,51.2,3,26.0,5031.0,4.485,0.16,0.848,0.801,286.99948,48.37579,15.841
10910878,K00757.03,Kepler-229 b,CONFIRMED,6.252962249,0.105,2.5819,1036.9,2.65,823.0,108.3,47.1,3,167.0,5031.0,4.485,0.16,0.848,0.801,286.99948,48.37579,15.841
10987985,K00758.01,Kepler-665 b,CONFIRMED,16.01308419,0.799,3.2554,1121.9,3.1,593.0,29.31,33.2,1,65.0,5015.0,4.499,0.1,0.826,0.785,297.02563,48.478588,15.39
11018648,K00759.01,Kepler-230 b,CONFIRMED,32.62876672,0.021,4.7971,1804.8,3.36,506.0,15.55,80.0,2,34.0,5586.0,4.56,-0.3,0.798,0.844,285.71854,48.505859,15.082
11018648,K00759.02,Kepler-230 c,CONFIRMED,91.7732862,0.606,6.473,652.0,2.12,359.0,3.92,19.1,2,11.0,5586.0,4.56,-0.3,0.798,0.844,285.71854,48.505859,15.082
11138155,K00760.01,Kepler-1976 b,CONFIRMED,4.959319244,0.831,2.22739,9802.0,12.21,1103.0,349.4,696.5,1,269.0,5712.0,4.359,0.1,1.082,0.976,292.16705,48.727589,15.263
11152159,K00761.01,,FALSE POSITIVE,2.701287801,1.016,3.3827,860.4,6.54,1222.0,527.81,48.3,1,387.0,5550.0,4.468,-0.04,0.91,0.889,297.92365,48.777321,15.54
11153539,K00762.01,Kepler-666 b,CONFIRMED,4.49876511,0.312,3.7362,460.0,2.1,1133.0,389.62,29.5,1,238.0,6075.0,4.486,-0.12,0.969,1.048,298.45685,48.791592,15.395
11242721,K00763.01,,FALSE POSITIVE,19.651209505,0.723,5.2514,11766.3,12.42,730.0,67.03,513.4,1,59.0,6074.0,4.391,-0.12,1.063,1.014,291.0939,48.933842,15.536
9579641,K00115.01,Kepler-105 b,CONFIRMED,5.412203927,0.787,2.9472,601.6,2.94,1093.0,337.68,166.7,3,244.0,5779.0,4.339,-0.06,1.087,0.941,287.88733,46.276241,12.791
11304958,K00764.01,Kepler-667 b,CONFIRMED,41.43958662,0.355,10.5989,2793.1,5.5,516.0,16.72,141.1,1,33.0,5468.0,4.367,0.22,1.046,0.93,295.55505,49.017342,15.4
11391957,K00765.01,Kepler-668 b,CONFIRMED,8.35389523,0.023,2.2514,1041.6,2.52,790.0,91.9,43.4,1,127.0,5592.0,4.582,-0.28,0.787,0.862,285.49924,49.277351,15.317
11403044,K00766.01,Kepler-669 b,CONFIRMED,4.125543472,0.597,3.1744,1487.3,4.43,1243.0,565.35,128.6,1,323.0,6174.0,4.417,0.1,1.103,1.162,291.93616,49.253979,15.506
11414511,K00767.01,Kepler-670 b,CONFIRMED,2.816504904,0.105,2.50587,16813.7,12.21,1219.0,521.13,1406.8,1,474.0,5532.0,4.452,0.14,0.955,0.941,297.01547,49.225288,15.052
11442465,K00768.01,,FALSE POSITIVE,33.93373447,0.812,14.561,8503.7,7.34,430.0,8.11,236.1,1,31.0,5040.0,4.628,-0.24,0.705,0.782,284.17233,49.360722,15.716
12110942,K00786.01,Kepler-680 b,CONFIRMED,3.689920099,0.151,2.6557,426.7,1.89,1147.0,408.99,35.6,1,360.0,5880.0,4.518,-0.06,0.917,1.01,291.62241,50.61824,15.242
12366084,K00787.01,Kepler-232 b,CONFIRMED,4.431238488,0.405,3.15,1010.9,3.25,1104.0,351.23,71.1,3,302.0,5714.0,4.428,0.16,1.015,1.007,295.81616,51.121738,15.367
12366084,K00787.02,Kepler-232 c,CONFIRMED,11.37936986,0.911,2.6255,1023.5,3.95,806.0,99.68,37.9,3,109.0,5714.0,4.428,0.16,1.015,1.007,295.81616,51.121738,15.367
12404086,K00788.01,Kepler-681 b,CONFIRMED,26.39432897,0.602,3.573,1510.9,3.07,489.0,13.49,48.2,1,51.0,5129.0,4.595,0.02,0.763,0.846,289.39972,51.25032,15.234
8395660,K00116.01,Kepler-106 c,CONFIRMED,13.57078281,0.866,3.3539,511.7,2.64,785.0,89.61,88.4,4,101.0,5854.0,4.406,-0.12,1.012,0.951,300.86398,44.337551,12.882
9579641,K00115.02,Kepler-105 c,CONFIRMED,7.12594387,0.898,3.0014,192.4,1.79,997.0,233.31,47.1,3,181.0,5779.0,4.339,-0.06,1.087,0.941,287.88733,46.276241,12.791
11656840,K00774.01,,FALSE POSITIVE,7.442652004,0.137,2.3078,24446.2,15.03,967.0,206.78,835.6,1,180.0,6108.0,4.469,-0.3,0.956,0.981,288.98682,49.733742,15.27
11754553,K00775.01,Kepler-52 c,CONFIRMED,16.38489988,0.001,3.0249,1127.1,2.0,433.0,8.35,28.9,3,65.0,4126.0,4.661,0.04,0.615,0.633,286.73804,49.97575,15.095
11754553,K00775.02,Kepler-52 b,CONFIRMED,7.8774163,0.041,2.0805,1306.1,2.16,553.0,22.18,38.7,3,135.0,4126.0,4.661,0.04,0.615,0.633,286.73804,49.97575,15.095
11754553,K00775.03,Kepler-52 d,CONFIRMED,36.4454001,0.028,4.007,1122.3,1.99,332.0,2.88,21.7,3,27.0,4126.0,4.661,0.04,0.615,0.633,286.73804,49.97575,15.095
11812062,K00776.01,Kepler-673 b,CONFIRMED,3.728732147,0.558,2.683,5226.5,6.02,1023.0,258.34,345.2,1,357.0,5497.0,4.577,-0.1,0.809,0.907,290.78574,50.054119,15.523
11818800,K00777.01,,CANDIDATE,40.4195037,0.911,3.362,6256.0,7.51,467.0,11.29,36.9,1,36.0,5446.0,4.507,-0.54,0.781,0.714,294.31686,50.080231,15.487
11853255,K00778.01,Kepler-674 b,CONFIRMED,2.243380573,0.915,1.1196,821.7,1.99,822.0,107.6,38.9,1,472.0,4149.0,4.698,-0.32,0.564,0.578,285.17621,50.149818,15.135
11909839,K00779.01,,FALSE POSITIVE,10.405998015,0.324,6.5036,14488.8,11.23,833.0,113.94,745.2,1,117.0,5746.0,4.393,-0.54,0.924,0.77,289.23553,50.241001,15.562
11918099,K00780.01,Kepler-675 b,CONFIRMED,2.337437946,0.28,1.9982,971.2,2.34,1070.0,311.16,82.4,2,578.0,5005.0,4.595,0.14,0.765,0.85,293.83331,50.23035,15.334
11918099,K00780.02,,CANDIDATE,7.2406612,1.198,0.558,556.4,19.45,734.0,68.63,13.7,2,168.0,5005.0,4.595,0.14,0.765,0.85,293.83331,50.23035,15.334
9579641,K00115.03,,CANDIDATE,3.43591631,0.624,3.133,23.2,0.55,1272.0,617.61,8.7,3,357.0,5779.0,4.339,-0.06,1.087,0.941,287.88733,46.276241,12.791
11923270,K00781.01,Kepler-676 b,CONFIRMED,11.59822233,0.679,2.5237,2804.5,2.65,396.0,5.82,71.0,1,115.0,3688.0,4.79,0.0,0.473,0.503,296.22195,50.28722,15.937
11960862,K00782.01,Kepler-677 b,CONFIRMED,6.575315881,0.39,4.3084,2793.3,5.31,1015.0,251.38,221.1,1,205.0,5992.0,4.415,-0.32,0.989,0.927,290.09805,50.321609,15.312
12020329,K00783.01,Kepler-678 b,CONFIRMED,7.275040844,0.547,7.5377,3001.0,4.86,833.0,113.64,312.1,1,188.0,5485.0,4.556,0.21,0.867,0.986,295.45529,50.49456,15.08
12066335,K00784.01,Kepler-231 c,CONFIRMED,19.27153892,0.031,2.7594,1219.8,1.93,393.0,5.66,37.1,2,67.0,4077.0,4.702,-0.24,0.56,0.576,293.97336,50.53191,15.385
12066335,K00784.02,Kepler-231 b,CONFIRMED,10.06524317,0.628,1.369,1053.3,1.91,488.0,13.43,30.3,2,126.0,4077.0,4.702,-0.24,0.56,0.576,293.97336,50.53191,15.385
12070811,K00785.01,Kepler-679 b,CONFIRMED,12.3935651,0.883,3.8896,916.6,2.66,677.0,49.68,35.8,1,107.0,5557.0,4.603,-0.4,0.75,0.832,296.02133,50.56778,15.505
8395660,K00116.02,Kepler-106 e,CONFIRMED,43.84439721,0.852,6.802,615.2,2.87,531.0,18.77,83.7,4,29.0,5854.0,4.406,-0.12,1.012,0.951,300.86398,44.337551,12.882
3120431,K00798.01,,FALSE POSITIVE,3.341913228,1.213,3.813,725.3,21.55,1032.0,268.67,39.0,1,780.0,5295.0,4.551,-0.02,0.811,0.853,292.31595,38.27029,15.629
3246984,K00799.01,,FALSE POSITIVE,1.626630225,1.26,2.1145,1620.6,32.43,1547.0,1355.88,103.6,1,664.0,5735.0,4.41,-0.18,0.973,0.889,294.36819,38.31028,15.279
3342970,K00800.01,Kepler-234 b,CONFIRMED,2.711504086,0.023,3.0099,837.5,3.12,1420.0,960.79,64.5,2,494.0,6214.0,4.442,0.07,1.076,1.169,291.65353,38.494659,15.541
3342970,K00800.02,Kepler-234 c,CONFIRMED,7.21203748,0.012,4.0491,950.4,3.32,1025.0,260.58,51.5,2,165.0,6214.0,4.442,0.07,1.076,1.169,291.65353,38.494659,15.541
12459725,K00789.01,,FALSE POSITIVE,14.1798187,0.1601,2.505,459.9,1.88,711.0,60.35,11.2,1,,5799.0,4.539,-0.1,0.878,0.975,291.0448,51.321671,15.727
12470844,K00790.01,Kepler-233 b,CONFIRMED,8.47237911,0.022,2.7245,1123.5,2.59,751.0,75.44,47.6,2,159.0,5354.0,4.587,-0.08,0.788,0.884,296.36652,51.319519,15.339
12470844,K00790.02,Kepler-233 c,CONFIRMED,60.4189369,0.094,5.039,931.3,2.36,390.0,5.49,20.1,2,22.0,5354.0,4.587,-0.08,0.788,0.884,296.36652,51.319519,15.339
12644822,K00791.01,Kepler-682 b,CONFIRMED,12.611904345,0.55,5.1497,6105.6,7.4,753.0,76.15,277.2,1,104.0,5795.0,4.508,-0.02,0.919,0.992,289.11221,51.737381,15.14
2440757,K00792.01,,FALSE POSITIVE,1.433769925,1.268,1.8868,1976.3,46.58,1920.0,3209.29,112.6,1,481.0,6017.0,4.22,0.02,1.339,1.083,290.84369,37.728828,15.122
2445129,K00793.01,,FALSE POSITIVE,10.31872301,1.215,3.836,871.7,28.59,876.0,139.26,38.2,1,130.0,5927.0,4.409,0.07,1.06,1.05,291.84891,37.713501,15.065
2713049,K00794.01,Kepler-683 b,CONFIRMED,2.539183147,0.238,2.4282,382.1,2.06,1332.0,743.09,38.9,1,528.0,5519.0,4.35,0.14,1.062,0.921,291.43997,37.905659,15.026
3114167,K00795.01,Kepler-684 b,CONFIRMED,6.770300385,0.838,2.0844,1304.0,2.77,812.0,102.87,50.8,1,200.0,5653.0,4.656,-0.84,0.679,0.767,290.87051,38.273628,15.591
3114661,K00796.01,,FALSE POSITIVE,0.444291966,1.258,2.0792,10967.4,27.51,1836.0,2706.26,299.7,1,1466.0,5255.0,4.678,-0.72,0.636,0.709,290.99689,38.28492,15.748
3115833,K00797.01,,CANDIDATE,10.181584004,0.92,3.5089,5741.1,7.73,812.0,102.91,183.6,1,129.0,5988.0,4.541,-0.52,0.836,0.885,291.28195,38.241669,15.657
4139816,K00812.02,Kepler-235 d,CONFIRMED,20.06036336,0.556,3.3203,1494.7,1.96,361.0,4.0,35.2,4,59.0,3950.0,4.754,-0.46,0.493,0.502,286.07913,39.27832,15.954
4139816,K00812.03,Kepler-235 e,CONFIRMED,46.1842039,0.013,4.758,1394.7,1.83,273.0,1.32,26.0,4,25.0,3950.0,4.754,-0.46,0.493,0.502,286.07913,39.27832,15.954
8395660,K00116.04,Kepler-106 d,CONFIRMED,23.9800854,0.95,5.351,104.0,1.31,649.0,41.94,17.1,4,56.0,5854.0,4.406,-0.12,1.012,0.951,300.86398,44.337551,12.882
4139816,K00812.04,Kepler-235 c,CONFIRMED,7.82502168,0.708,2.186,520.8,1.2,494.0,14.05,15.9,4,154.0,3950.0,4.754,-0.46,0.493,0.502,286.07913,39.27832,15.954
4275191,K00813.01,Kepler-688 b,CONFIRMED,3.895936525,0.524,2.3111,8544.8,7.34,1005.0,241.62,370.8,1,275.0,5557.0,4.592,-0.3,0.774,0.866,294.65524,39.308361,15.725
4476123,K00814.01,Kepler-689 b,CONFIRMED,22.36646466,0.4,5.228,986.8,2.32,536.0,19.45,32.1,1,48.0,5395.0,4.615,-0.34,0.734,0.821,294.71063,39.52174,15.583
3351888,K00801.01,Kepler-685 b,CONFIRMED,1.625522174,0.076,2.38963,7969.0,9.73,1579.0,1467.41,799.7,1,657.0,5539.0,4.322,0.16,1.106,0.935,293.87192,38.422939,15.001
3453214,K00802.01,,CANDIDATE,19.620346923,0.458,2.0038,21724.6,13.6,643.0,40.39,340.5,1,52.0,5710.0,4.492,-0.1,0.905,0.928,293.81619,38.563568,15.562
3554600,K00803.01,,FALSE POSITIVE,7.544039,1.175,6.222,322.6,17.47,838.0,116.46,14.2,1,143.0,5657.0,4.567,-0.18,0.824,0.919,293.94116,38.601101,15.559
3641726,K00804.01,Kepler-1727 b,CONFIRMED,9.02930689,0.024,3.1449,1019.8,2.57,757.0,77.75,53.9,1,146.0,5349.0,4.526,-0.12,0.82,0.824,290.33362,38.72823,15.387
3734868,K00805.01,,FALSE POSITIVE,10.328035714,0.281,7.7915,16917.7,13.28,843.0,119.31,636.8,1,114.0,5627.0,4.359,-0.1,1.024,0.874,287.69675,38.886452,15.646
3832474,K00806.01,Kepler-30 d,CONFIRMED,143.2063047,0.379,8.9302,10565.7,8.9,308.0,2.14,138.8,5,9.0,5485.0,4.556,0.21,0.867,0.986,285.28363,38.947281,15.403
8395660,K00116.03,Kepler-106 b,CONFIRMED,6.164876,0.646,3.262,55.8,0.79,1021.0,256.35,14.4,4,207.0,5854.0,4.406,-0.12,1.012,0.951,300.86398,44.337551,12.882
3832474,K00806.02,Kepler-30 c,CONFIRMED,60.32494216,0.224,6.6188,20280.4,12.19,411.0,6.77,347.2,5,22.0,5485.0,4.556,0.21,0.867,0.986,285.28363,38.947281,15.403
3832474,K00806.03,Kepler-30 b,CONFIRMED,29.1598615,0.3619,4.803,488.0,1.91,524.0,17.85,11.6,5,,5485.0,4.556,0.21,0.867,0.986,285.28363,38.947281,15.403
3836375,K00807.01,,FALSE POSITIVE,1.540397253,1.225,2.1541,816.1,25.69,1470.0,1105.68,38.8,1,842.0,5663.0,4.53,0.21,0.915,1.034,286.92639,38.921631,15.974
3838486,K00808.01,,FALSE POSITIVE,2.99025443,0.014,5.414,589.2,1.7,918.0,168.45,48.5,1,454.0,4667.0,4.578,0.1,0.731,0.737,287.74881,38.92955,15.842
3935914,K00809.01,Kepler-686 b,CONFIRMED,1.594745374,0.514,1.9604,15044.5,11.3,1539.0,1329.42,1009.3,1,762.0,5934.0,4.491,-0.38,0.893,0.901,285.21381,39.027481,15.53
3940418,K00810.01,Kepler-1728 b,CONFIRMED,4.783002698,0.003,2.335,1008.7,2.5,886.0,145.48,70.6,1,281.0,5170.0,4.574,0.18,0.807,0.891,287.09399,39.060719,15.119
4049131,K00811.01,Kepler-687 b,CONFIRMED,20.50588921,0.26,4.0595,2105.5,3.41,518.0,17.06,78.5,1,69.0,4905.0,4.544,-0.04,0.761,0.739,289.31543,39.153278,15.398
4139816,K00812.01,Kepler-235 b,CONFIRMED,3.340218842,0.466,1.9104,1632.6,2.03,656.0,43.73,71.6,4,398.0,3950.0,4.754,-0.46,0.493,0.502,286.07913,39.27832,15.954
5287983,K00828.01,,FALSE POSITIVE,2.507089906,1.255,2.0067,1339.2,30.26,1326.0,730.47,64.9,1,408.0,5926.0,4.506,-0.04,0.939,1.03,295.37805,40.493401,15.555
5358241,K00829.01,Kepler-53 b,CONFIRMED,18.64932728,0.08,4.4056,893.6,3.12,701.0,57.13,46.1,3,71.0,5775.0,4.405,0.16,1.053,1.026,290.46176,40.562462,15.386
10875245,K00117.02,Kepler-107 c,CONFIRMED,4.90144976,0.529,4.1654,140.7,1.7,1262.0,598.74,50.6,4,193.0,5847.0,4.191,0.26,1.402,1.113,297.02826,48.208611,12.487
5358241,K00829.02,Kepler-53 d,CONFIRMED,9.75192101,0.949,4.793,418.0,2.76,870.0,135.66,28.5,3,132.0,5775.0,4.405,0.16,1.053,1.026,290.46176,40.562462,15.386
5358241,K00829.03,Kepler-53 c,CONFIRMED,38.5576546,0.911,5.794,993.0,4.02,550.0,21.71,39.7,3,37.0,5775.0,4.405,0.16,1.053,1.026,290.46176,40.562462,15.386
5358624,K00830.01,Kepler-428 b,CONFIRMED,3.525632539,0.12,2.59959,22335.0,11.58,975.0,213.12,1996.7,1,382.0,5150.0,4.572,0.08,0.793,0.855,290.58173,40.5774,15.224
4544670,K00815.01,,CANDIDATE,34.84398644,0.934,2.9315,4523.6,7.61,511.0,16.1,76.8,1,40.0,5509.0,4.482,-0.16,0.871,0.84,285.92001,39.624828,15.684
4664847,K00816.01,Kepler-690 b,CONFIRMED,7.748094239,0.517,3.5957,2472.1,5.52,964.0,204.39,113.2,1,133.0,5973.0,4.439,0.36,1.085,1.181,294.4899,39.771439,15.67
4725681,K00817.01,Kepler-236 c,CONFIRMED,23.96793669,0.416,3.827,1182.3,1.8,329.0,2.77,27.5,2,43.0,3747.0,4.728,0.1,0.524,0.536,283.86639,39.898079,15.414
4725681,K00817.02,Kepler-236 b,CONFIRMED,8.29561738,0.888,1.3421,824.3,1.82,469.0,11.39,17.9,2,119.0,3747.0,4.728,0.1,0.524,0.536,283.86639,39.898079,15.414
4913852,K00818.01,Kepler-691 b,CONFIRMED,8.11437482,0.573,2.2736,1558.0,2.1,460.0,10.55,56.4,1,167.0,3692.0,4.753,0.28,0.517,0.553,288.81201,40.033401,15.877
4932348,K00819.01,,FALSE POSITIVE,38.036729482,0.501,4.34617,82871.6,27.5,500.0,14.81,1300.0,1,26.0,5575.0,4.521,0.36,0.932,1.051,294.14789,40.055538,15.472
4936180,K00820.01,,CANDIDATE,4.64090031,1.28,35.512,2450.6,30.09,1155.0,421.08,296.9,1,227.0,6463.0,4.5,-1.66,0.826,0.786,295.11371,40.071171,15.27
11913073,K00011.01,,FALSE POSITIVE,3.747838198,1.121,5.0642,616.0,13.65,1031.0,266.76,138.2,1,358.0,5514.0,4.569,-0.04,0.826,0.926,291.06152,50.265129,13.496
10875245,K00117.01,Kepler-107 e,CONFIRMED,14.74914825,0.173,6.0995,430.2,2.89,874.0,137.91,107.4,4,72.0,5847.0,4.191,0.26,1.402,1.113,297.02826,48.208611,12.487
5021899,K00821.01,Kepler-692 b,CONFIRMED,21.81295996,0.053,4.3791,1175.4,3.38,639.0,39.33,37.8,1,45.0,5601.0,4.41,0.08,0.999,0.934,294.77686,40.15374,15.54
5077629,K00822.01,,FALSE POSITIVE,7.91936937,0.733,3.3148,15148.1,10.34,814.0,104.0,389.0,1,132.0,5690.0,4.588,-0.4,0.776,0.852,283.53845,40.217999,15.805
5115978,K00823.01,,CANDIDATE,1.028436523,1.5734,1.8606,8098.0,72.77,1947.0,3400.48,89.6,1,,6228.0,4.428,-0.44,0.99,0.959,296.00699,40.295429,15.202
5164255,K00824.01,Kepler-693 b,CONFIRMED,15.37562369,0.692,3.3169,15337.0,11.01,600.0,30.54,166.0,1,50.0,4986.0,4.496,0.16,0.833,0.793,283.25354,40.358189,16.422
5252423,K00825.01,Kepler-237 c,CONFIRMED,8.10363271,0.047,3.161,887.9,2.11,687.0,52.82,39.3,2,131.0,4861.0,4.574,-0.08,0.732,0.733,283.22141,40.421829,15.289
5252423,K00825.02,Kepler-237 b,CONFIRMED,4.71510843,0.258,2.506,417.5,1.46,823.0,108.84,21.3,2,208.0,4861.0,4.574,-0.08,0.732,0.733,283.22141,40.421829,15.289
5272878,K00826.01,Kepler-694 b,CONFIRMED,6.365839713,0.524,2.9721,780.7,2.44,914.0,165.33,70.8,1,216.0,5776.0,4.554,-0.18,0.849,0.939,291.14951,40.420521,15.09
5283542,K00827.01,,FALSE POSITIVE,5.97581754,0.941,3.065,962.4,3.86,1047.0,284.25,50.3,1,181.0,6108.0,4.471,-0.08,0.997,1.072,294.22397,40.417858,15.546
5649215,K00839.01,,FALSE POSITIVE,2.446737317,1.241,4.7211,1177.9,26.25,1261.0,597.19,110.2,1,552.0,5764.0,4.548,-0.12,0.863,0.959,298.96112,40.862808,15.021
5651104,K00840.01,Kepler-695 b,CONFIRMED,3.04033046,0.736,1.8411,10858.8,8.99,1021.0,257.29,568.2,1,440.0,5035.0,4.519,-0.06,0.791,0.754,299.3161,40.82238,15.028
5792202,K00841.01,Kepler-27 b,CONFIRMED,15.33528675,0.773,3.897,3081.4,5.0,610.0,32.67,86.6,5,85.0,5251.0,4.581,0.21,0.817,0.926,292.23676,41.08588,15.855
10875245,K00117.04,Kepler-107 d,CONFIRMED,7.95825328,0.706,4.377,50.0,1.06,1074.0,314.15,14.7,4,109.0,5847.0,4.191,0.26,1.402,1.113,297.02826,48.208611,12.487
5792202,K00841.02,Kepler-27 c,CONFIRMED,31.33046135,0.798,5.176,5073.8,6.5,481.0,12.61,117.2,5,46.0,5251.0,4.581,0.21,0.817,0.926,292.23676,41.08588,15.855
5370302,K00831.01,,FALSE POSITIVE,3.9043425,0.709,3.831,16228.4,12.28,1104.0,351.05,323.4,1,275.0,5810.0,4.526,-0.06,0.898,0.989,294.05676,40.549679,15.016
