kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag
7869917,K01525.02,Kepler-880 c,CONFIRMED,11.8061737,0.905,4.472,88.1,2.87,1407.0,926.72,10.1,2,107.0,6900.0,3.843,0.0,2.599,1.714,281.97125,43.672771,12.082
11754430,K03403.02,Kepler-1488 c,CONFIRMED,6.15828666,0.595,6.329,57.7,1.2,1212.0,510.35,16.4,2,165.0,5710.0,4.073,0.0,1.524,1.003,286.64642,49.937778,13.102
6032920,K07757.01,,FALSE POSITIVE,10.828825742,0.137,0.7275,92.1,0.76,758.0,78.3,4.8,1,121.0,5862.0,4.584,-0.52,0.785,0.865,288.65695,41.399529,13.492
8409295,K03404.01,Kepler-1489 b,CONFIRMED,82.292865,0.195,7.048,371.1,1.82,400.0,6.07,13.0,1,16.0,5626.0,4.467,0.14,0.957,0.977,281.29581,44.465401,14.828
7131760,K03407.01,Kepler-1490 b,CONFIRMED,92.436978,0.943,6.432,955.2,2.89,348.0,3.46,17.8,1,15.0,5595.0,4.606,-0.48,0.741,0.808,295.69357,42.609509,15.449
11922778,K03408.01,,CANDIDATE,65.427645,0.004,9.404,319.0,1.65,453.0,9.94,15.6,1,21.0,6014.0,4.504,-0.2,0.926,0.998,296.0069,50.281811,14.821
9468382,K03409.01,,FALSE POSITIVE,11.08260553,0.966,6.23,601.2,7.34,1108.0,355.64,51.3,1,127.0,5125.0,3.674,-0.5,2.196,0.831,293.25259,46.04903,13.566
6145201,K03475.01,,FALSE POSITIVE,22.7832776,0.626,4.194,120.2,1.33,759.0,78.41,18.2,1,57.0,6517.0,4.382,-0.14,1.159,1.181,297.49515,41.4147,12.972
5986209,K03476.01,,FALSE POSITIVE,23.737952838,1.004,8.50818,95883.6,53.27,620.0,34.94,1221.2,1,0.0,5559.0,4.394,0.04,1.0,0.903,298.37177,41.291759,15.147
9226339,K03477.01,,FALSE POSITIVE,21.4618453,1.139,5.675,122.2,19.89,722.0,64.17,13.4,1,63.0,5806.0,4.283,0.12,1.213,1.028,294.91699,45.680679,13.798
6525209,K03479.01,,FALSE POSITIVE,75.13194883,0.487,20.8729,122372.0,26.21,359.0,3.94,3625.5,2,17.0,5365.0,4.586,-0.46,0.729,0.747,292.72137,41.904919,14.658
2975770,K01788.02,,CANDIDATE,369.069345,0.929,5.832,945.9,3.07,197.0,0.35,11.7,2,4.0,4855.0,4.542,0.12,0.778,0.769,287.73755,38.114559,14.521
5534965,K03557.01,,FALSE POSITIVE,243.82122131,1.029,10.9312,56799.3,56.63,365.0,4.18,2804.3,1,6.0,6370.0,4.228,-0.26,1.316,1.064,292.26044,40.703678,13.297
5512513,K07730.01,,FALSE POSITIVE,0.77459856,,2.71,,,,,,1,1334.0,,,,,,283.69891,40.76804,14.737
9965206,K03558.01,,FALSE POSITIVE,16.227548674,0.795,5.08666,192688.0,46.52,599.0,30.52,1870.0,1,56.0,5297.0,4.587,0.07,0.795,0.905,297.19037,46.826481,15.901
4247023,K03559.01,,FALSE POSITIVE,47.189437,0.5357,11.555,370871.0,66.71,484.0,13.01,804.0,1,,5458.0,4.381,-0.08,0.972,0.828,286.84851,39.304939,15.624
4848423,K03560.01,,FALSE POSITIVE,1.501760172,0.518,5.85519,387905.0,90.92,1905.0,3110.42,2624.0,1,320.0,6327.0,4.315,0.21,1.29,1.257,295.21747,39.910042,11.825
11403216,K03561.01,,FALSE POSITIVE,4.05325447,15.329,4.0116,110916.0,1668.79,1191.0,475.36,446.1,1,279.0,6022.0,4.453,0.12,1.039,1.116,292.02689,49.20718,15.537
11853878,K01833.02,Kepler-968 d,CONFIRMED,7.68433346,0.951,1.4346,1175.0,2.58,583.0,27.35,28.5,3,135.0,4402.0,4.682,-0.58,0.572,0.575,285.60254,50.112041,14.265
5774375,K07740.01,,FALSE POSITIVE,1.549979213,0.486,7.5945,370546.0,136.64,2141.0,4986.15,672.7,1,672.0,5408.0,3.777,-0.52,2.058,0.925,285.9259,41.09082,13.939
7692093,K03337.01,,CANDIDATE,11.16622885,0.176,3.389,353.9,1.56,725.0,65.16,13.6,2,120.0,5552.0,4.562,-0.04,0.836,0.931,294.90594,43.381889,15.927
8263752,K03338.01,,FALSE POSITIVE,10.99381963,1.274,3.7889,1685.8,40.17,978.0,216.57,102.9,2,125.0,6553.0,4.366,-0.28,1.157,1.136,300.78394,44.192558,13.427
8263752,K03338.02,,FALSE POSITIVE,10.9938087,0.924,5.0403,1456.9,5.33,978.0,216.57,100.4,2,123.0,6553.0,4.366,-0.28,1.157,1.136,300.78394,44.192558,13.427
7772914,K03339.01,,CANDIDATE,23.1334494,0.954,3.602,456.3,2.55,638.0,39.2,21.6,1,60.0,5712.0,4.382,-0.52,0.932,0.763,297.75192,43.447578,14.656
3529290,K03340.01,,CANDIDATE,8.9539656,0.656,4.898,70.4,0.84,923.0,171.51,12.2,2,143.0,6168.0,4.452,-0.5,0.947,0.925,286.51019,38.618309,13.776
3529290,K03340.02,,CANDIDATE,13.7281373,0.748,5.304,106.6,1.06,800.0,97.06,15.4,2,97.0,6168.0,4.452,-0.5,0.947,0.925,286.51019,38.618309,13.776
9285265,K03410.01,Kepler-1491 b,CONFIRMED,16.5860329,0.167,7.043,231.3,2.09,821.0,107.25,14.6,2,80.0,5626.0,4.149,0.14,1.389,0.991,293.62976,45.74065,15.589
6025124,K03411.01,,CANDIDATE,26.83771808,0.917,1.6162,8512.0,12.68,658.0,44.22,101.4,1,39.0,6194.0,4.445,0.07,1.069,1.161,285.1478,41.388908,14.426
5780930,K03412.01,Kepler-1492 b,CONFIRMED,16.7525077,0.763,3.174,338.3,3.65,801.0,97.43,18.2,1,80.0,4807.0,3.906,0.48,1.802,0.955,288.59711,41.03643,14.534
5531953,K01681.03,,CANDIDATE,3.53105835,1.213,1.778,310.8,10.61,558.0,22.83,11.7,4,336.0,3638.0,4.844,-0.14,0.42,0.45,291.285,40.730049,15.855
4164393,K03413.01,,FALSE POSITIVE,49.612757516,0.929,7.07603,130460.0,57.08,536.0,19.46,2070.3,1,21.0,6241.0,4.45,-0.14,1.031,1.088,293.21729,39.207809,15.217
6277410,K07774.01,,CANDIDATE,6.32589574,0.181,1.383,192.5,1.14,901.0,156.27,8.8,1,213.0,5749.0,4.568,-0.28,0.818,0.907,289.33551,41.683449,15.421
9843517,K03480.01,,CANDIDATE,11.9378354,0.036,4.652,246.0,1.15,671.0,47.91,9.6,1,91.0,5469.0,4.611,-0.38,0.738,0.826,296.65256,46.618809,15.954
8812045,K03481.01,,CANDIDATE,32.715906,0.25,10.79,135.7,3.68,902.0,156.74,13.1,1,39.0,5527.0,3.627,0.16,3.192,1.574,289.09845,45.02309,14.462
7288444,K03482.01,Kepler-1924 b,CONFIRMED,15.3317719,0.802,5.467,179.2,1.91,821.0,107.44,13.3,1,88.0,5726.0,4.228,0.16,1.285,1.018,293.7674,42.829208,15.098
3101923,K03483.01,,CANDIDATE,82.331756,0.027,8.664,283.2,2.08,474.0,11.96,11.9,1,18.0,5997.0,4.304,0.16,1.242,1.135,287.32269,38.279709,14.872
10881457,K03484.01,Kepler-1510 b,CONFIRMED,84.704139,0.01,10.393,655.7,4.17,537.0,19.59,17.0,1,11.0,6085.0,4.115,0.14,1.634,1.271,298.95914,48.25782,15.169
5513861,K07731.01,,FALSE POSITIVE,0.755105584,0.732,5.02374,250026.0,76.26,2412.0,7996.1,2158.5,1,1378.0,6592.0,4.369,-0.12,1.19,1.211,284.35217,40.71471,11.638
9948002,K03562.01,,FALSE POSITIVE,101.26336282,0.944,17.8951,72792.5,44.0,435.0,8.47,3573.1,1,13.0,6309.0,4.413,-0.2,1.062,1.058,290.42529,46.889938,14.319
5264304,K03563.01,,FALSE POSITIVE,120.58167178,0.845,8.2904,192896.0,41.71,291.0,1.7,1184.8,1,10.0,5294.0,4.651,-0.54,0.673,0.744,288.45081,40.432449,15.777
10960995,K03564.01,,FALSE POSITIVE,1.558544209,0.507,3.3727,225588.0,35.12,1182.0,460.09,421.6,1,731.0,4868.0,4.582,-0.22,0.708,0.7,283.31787,48.404598,14.498
9592575,K03565.01,,FALSE POSITIVE,2.63757408,1.107,5.9626,169658.0,76.02,1242.0,563.22,1471.6,1,435.0,5639.0,4.509,0.36,0.953,1.071,293.66934,46.297459,15.902
7898576,K03566.01,,FALSE POSITIVE,8.64636188,0.294,8.73607,218072.0,54.24,1033.0,268.95,2441.7,1,21.0,6444.0,4.382,-0.18,1.134,1.128,294.38858,43.69054,14.097
5806800,K07741.01,,FALSE POSITIVE,125.288206,0.066,3.695,241.6,1.5,363.0,4.1,9.4,1,11.0,5881.0,4.48,0.06,0.973,1.044,296.17761,41.014118,14.179
11671429,K03567.01,,FALSE POSITIVE,112.46358893,0.523,31.8273,242411.0,129.04,692.0,54.2,1374.0,1,13.0,7426.0,3.903,-0.08,2.463,1.769,296.45337,49.786549,10.967
5621333,K03341.01,,CANDIDATE,27.0965146,0.769,8.42,208.4,2.13,700.0,56.79,16.4,2,52.0,5775.0,4.193,0.14,1.352,1.038,292.22977,40.808949,14.886
5621333,K03341.02,,CANDIDATE,11.5474983,0.495,6.684,115.5,1.48,930.0,176.97,12.3,2,112.0,5775.0,4.193,0.14,1.352,1.038,292.22977,40.808949,14.886
5392897,K03342.01,,FALSE POSITIVE,42.39930429,0.336,18.3609,205992.0,44.7,542.0,20.46,2261.9,1,26.0,6153.0,4.487,-0.22,0.962,1.036,299.06943,40.515659,15.747
3236705,K03343.01,,CANDIDATE,83.2664103,0.029,2.813,620.0,2.89,439.0,8.78,10.9,1,17.0,5538.0,4.266,0.16,1.18,0.937,291.85522,38.393131,14.97
5282049,K01545.02,,FALSE POSITIVE,5.91039905,,3.85,,,,,,2,148.0,,,,,,293.83688,40.41045,15.169
11810124,K03344.01,Kepler-1471 c,CONFIRMED,11.6044881,0.118,3.409,267.6,1.88,841.0,118.5,14.5,3,113.0,5533.0,4.275,0.16,1.166,0.934,289.66489,50.020039,15.254
6023859,K03414.01,,FALSE POSITIVE,27.009807384,0.949,1.96698,67898.0,22.32,330.0,2.82,541.3,1,25.0,3900.0,4.727,-0.1,0.534,0.555,284.49628,41.32589,15.483
3433668,K03415.01,Kepler-1493 b,CONFIRMED,15.0219784,0.96,5.068,96.9,1.77,874.0,137.91,7.4,1,87.0,5831.0,4.162,0.0,1.382,1.011,288.54913,38.565231,13.109
2849140,K03416.01,,CANDIDATE,11.8237228,0.698,8.518,212.7,1.25,703.0,57.62,14.2,1,114.0,5559.0,4.578,-0.18,0.803,0.899,290.73328,38.00721,15.353
7503885,K03417.01,Kepler-1494 b,CONFIRMED,91.078624,0.901,10.304,738.6,3.26,415.0,7.02,20.8,1,14.0,5915.0,4.437,-0.02,1.008,1.014,282.65741,43.162521,15.214
3629330,K03418.01,Kepler-1495 b,CONFIRMED,85.272459,0.965,13.31,767.8,3.85,443.0,9.1,18.9,1,12.0,5922.0,4.349,-0.28,1.057,0.911,286.13077,38.779629,15.417
5471289,K03485.01,,FALSE POSITIVE,12.42592675,0.973,29.1701,410.3,2.66,790.0,92.32,63.7,1,112.0,5952.0,4.489,0.02,0.971,1.057,297.61118,40.650799,14.936
8121328,K03486.01,,CANDIDATE,19.0689513,0.98,12.462,169.3,1.63,627.0,36.63,19.1,1,71.0,5418.0,4.436,-0.2,0.889,0.788,298.82062,43.909859,14.371
9783760,K03487.01,,FALSE POSITIVE,89.7398137,1.026,3.26371,81096.0,38.01,363.0,4.1,296.0,1,12.0,5777.0,4.608,-0.62,0.747,0.832,296.86246,46.54549,14.294
9528430,K03489.01,,FALSE POSITIVE,90.08255562,0.099,19.7301,43252.2,49.2,666.0,46.58,3571.6,1,15.0,6523.0,3.835,-0.2,2.343,1.371,292.66357,46.114941,12.963
5529552,K07732.01,,FALSE POSITIVE,0.759768478,0.583,2.824,57.4,0.64,1737.0,2149.06,12.9,1,1762.0,5481.0,4.574,-0.06,0.815,0.914,290.48871,40.725182,15.318
8882847,K03490.01,,FALSE POSITIVE,42.2011587,1.225,8.479,178.1,37.39,671.0,47.85,15.9,1,30.0,6200.0,4.135,-0.26,1.449,1.043,290.80344,45.169785,13.294
9773869,K03568.01,,FALSE POSITIVE,15.65129028,0.507,6.7631,398641.0,78.3,792.0,93.1,359.7,1,52.0,6137.0,4.418,0.14,1.103,1.165,293.23383,46.598251,16.666
6707942,K03569.01,,FALSE POSITIVE,9.014220178,0.802,2.76441,34085.6,15.49,661.0,45.03,1109.2,1,73.0,4842.0,4.573,-0.08,0.73,0.729,296.05759,42.110931,13.57
5023948,K03570.01,,FALSE POSITIVE,1.824653341,0.845,4.25512,176739.0,55.44,1680.0,1880.22,1833.7,1,380.0,6413.0,4.372,-1.54,0.941,0.76,295.24097,40.1576,15.048
5113053,K03571.01,,FALSE POSITIVE,3.185090259,0.465,4.80188,423276.0,92.5,1564.0,1414.18,1909.2,1,0.0,6516.0,4.249,-0.4,1.279,1.055,295.39136,40.21677,15.519
5817957,K07742.01,,FALSE POSITIVE,372.76888,0.909,23.27,1157.2,3.66,242.0,0.81,22.8,1,4.0,5800.0,4.514,-0.14,0.894,0.951,298.55057,41.040771,15.422
11853878,K01833.03,Kepler-968 c,CONFIRMED,5.70940795,0.751,1.622,586.7,1.51,644.0,40.66,20.2,3,176.0,4402.0,4.682,-0.58,0.572,0.575,285.60254,50.112041,14.265
4743508,K03572.01,,FALSE POSITIVE,2.086076372,13.376,2.4032,58858.0,1543.74,1645.0,1728.2,159.3,1,585.0,6124.0,4.265,-0.68,1.119,0.839,290.81393,39.819061,14.554
11810124,K03344.02,Kepler-1471 b,CONFIRMED,3.63898953,0.32,2.252,209.6,1.68,1238.0,555.71,16.0,3,368.0,5533.0,4.275,0.16,1.166,0.934,289.66489,50.020039,15.254
11303322,K03345.01,Kepler-1472 b,CONFIRMED,38.1303324,0.562,6.53,180.4,1.54,613.0,33.43,11.6,1,34.0,6370.0,4.41,-0.1,1.106,1.148,294.85263,49.057468,14.633
11241912,K03346.01,Kepler-1473 b,CONFIRMED,14.42735088,0.977,4.857,117.0,1.53,783.0,88.9,21.5,1,91.0,5929.0,4.403,-0.06,1.04,1.0,290.63657,48.996078,13.359
6043538,K07759.01,,CANDIDATE,6.2253374,0.692,4.388,108.6,1.92,1378.0,851.73,11.8,1,220.0,6263.0,4.024,-0.18,1.726,1.147,292.18057,41.31554,14.918
8824737,K03347.01,Kepler-1917 b,CONFIRMED,12.90235874,0.382,2.446,354.4,1.49,675.0,48.99,15.7,1,101.0,5530.0,4.586,-0.22,0.788,0.882,294.10391,45.001419,15.487
9349757,K03348.01,Kepler-1474 b,CONFIRMED,36.4337867,0.25,4.388,406.8,2.2,561.0,23.35,16.2,2,37.0,5566.0,4.329,0.14,1.099,0.938,294.69406,45.86684,15.246
11519134,K03419.01,,FALSE POSITIVE,58.5850357,1.309,3.5939,75468.0,149.98,707.0,59.16,656.5,1,23.0,6379.0,3.925,-0.24,1.994,1.222,297.03964,49.469139,13.061
7289338,K03420.02,,CANDIDATE,12.5014905,0.43,3.882,220.1,2.24,952.0,194.3,10.8,2,107.0,5821.0,4.127,0.16,1.492,1.088,294.01529,42.824371,15.589
5004909,K03421.01,,CANDIDATE,40.6511021,0.682,11.282,136.4,1.7,651.0,42.54,17.3,1,35.0,6297.0,4.26,0.14,1.369,1.247,289.91971,40.16853,13.935
6278670,K07775.01,,CANDIDATE,89.945828,0.171,2.286,335.6,3.46,509.0,15.86,6.6,1,15.0,5115.0,3.819,-0.24,1.924,0.891,289.72791,41.612289,13.64
5898983,K03422.01,,CANDIDATE,40.1454757,0.491,5.2,310.8,13.01,1640.0,1708.38,5.2,1,37.0,7852.0,3.159,-0.5,7.162,2.697,297.71487,41.104279,13.201
7703955,K01707.02,Kepler-315 c,CONFIRMED,265.47847,0.956,10.28,1040.7,4.2,291.0,1.7,18.1,2,5.0,5792.0,4.375,-0.26,1.005,0.875,298.0231,43.363522,15.321
8552719,K01792.02,,FALSE POSITIVE,1.546222068,0.503,7.998,49.4,0.77,1578.0,1465.41,56.6,3,824.0,5611.0,4.388,0.36,1.073,1.026,288.97165,44.624531,12.16
12164634,K03491.01,,FALSE POSITIVE,89.3313828,0.899,11.919,2177.6,8.02,558.0,22.89,169.5,1,16.0,6860.0,4.233,-0.1,1.467,1.35,294.32257,50.741692,13.68
5193077,K03492.01,,FALSE POSITIVE,22.2941485,0.709,3.188,100.9,1.5,760.0,78.93,13.6,1,48.0,5915.0,4.223,0.26,1.392,1.183,293.57211,40.3578,13.03
5617259,K07733.01,,CANDIDATE,1.048130894,0.216,5.6707,191.8,4.52,3871.0,52952.95,5.2,1,1282.0,7673.0,3.679,-0.36,3.214,1.799,290.96094,40.896198,11.86
8880123,K03493.01,Kepler-1925 b,CONFIRMED,46.7162336,0.266,7.259,345.5,2.03,531.0,18.74,15.4,1,31.0,5856.0,4.386,0.16,1.092,1.057,289.8288,45.10276,15.223
9474756,K03495.01,,CANDIDATE,17.6062701,0.923,6.134,146.2,1.72,753.0,75.96,10.4,2,75.0,5808.0,4.326,0.16,1.159,1.038,295.55374,46.02911,15.135
10068919,K03573.01,,FALSE POSITIVE,43.56225858,1.295,3.6873,51325.0,80.02,624.0,35.83,163.6,1,29.0,6411.0,4.307,-0.2,1.216,1.091,289.26416,47.005989,13.676
7353970,K03574.01,,FALSE POSITIVE,198.443477,1.149,9.9776,39943.0,41.72,279.0,1.44,464.2,1,8.0,5420.0,4.502,0.0,0.868,0.874,289.02493,42.935928,13.76
12316447,K03575.01,,FALSE POSITIVE,17.907664726,2.79,5.58652,265411.0,282.86,746.0,73.31,1731.4,1,0.0,6173.0,4.447,-0.04,1.041,1.104,296.11542,51.007111,16.107
5823557,K07743.01,,FALSE POSITIVE,2.4044122,0.559,4.575,42.7,0.85,1662.0,1805.11,10.8,1,562.0,6398.0,4.276,-0.22,1.249,1.07,299.63028,41.03569,13.894
10491554,K03576.01,,FALSE POSITIVE,22.77196484,0.603,8.3476,325446.0,104.17,835.0,114.9,305.2,1,26.0,6049.0,4.067,-0.22,1.557,1.032,298.91333,47.657871,15.018
9785454,K03577.01,,FALSE POSITIVE,184.52015392,0.886,15.3564,49269.0,23.38,275.0,1.36,1759.1,1,8.0,5341.0,4.514,-0.44,0.776,0.718,297.34164,46.543362,14.07
8636333,K03349.01,Kepler-1475 b,CONFIRMED,82.175197,0.015,8.664,546.4,2.24,441.0,8.92,20.8,1,17.0,6247.0,4.489,-0.34,0.954,1.022,295.94827,44.75312,15.292
7136958,K03350.01,,FALSE POSITIVE,29.015852933,12.223,7.19844,71432.1,1183.06,592.0,29.11,1268.8,1,42.0,5783.0,4.415,-0.36,0.941,0.841,296.93976,42.691921,15.546
1995732,K03351.01,,FALSE POSITIVE,77.36241476,0.995,12.1317,96585.8,41.66,362.0,4.08,1246.3,1,18.0,5359.0,4.57,-0.12,0.79,0.848,286.216,37.42524,15.673
6069674,K07761.01,,FALSE POSITIVE,495.71095,0.718,4.514,443.1,4.41,330.0,2.8,8.5,1,3.0,6054.0,3.911,-0.22,1.953,1.135,298.88452,41.300442,13.867
8081239,K03352.01,Kepler-1476 b,CONFIRMED,10.35857039,0.074,2.577,273.7,1.68,860.0,129.28,15.1,1,133.0,5893.0,4.423,-0.02,1.02,1.005,284.5321,43.98996,15.408
5308663,K01562.02,,CANDIDATE,20.0679247,0.849,5.236,482.2,2.25,662.0,45.49,13.8,2,56.0,5997.0,4.522,-0.22,0.904,0.991,299.556,40.456551,15.59
3745559,K03423.01,Kepler-1920 b,CONFIRMED,30.2541186,0.122,2.134,576.3,2.8,660.0,44.87,12.3,1,47.0,6277.0,4.402,0.21,1.161,1.239,291.06204,38.863312,14.296
8356054,K03424.01,,FALSE POSITIVE,17.081202417,0.915,7.20617,134143.0,39.24,585.0,27.61,1524.8,1,0.0,5431.0,4.623,-0.5,0.708,0.769,287.9726,44.333611,15.863
9117416,K03425.01,Kepler-1921 b,CONFIRMED,20.034708,0.193,6.49,124.4,2.24,967.0,207.16,22.9,3,69.0,6120.0,3.934,0.02,2.0,1.251,300.31619,45.49538,13.266
6356400,K07776.01,,CANDIDATE,541.92452,0.95,21.4,1504.2,3.15,144.0,0.1,18.1,1,3.0,4378.0,4.64,-0.34,0.614,0.601,289.28772,41.799938,15.671
9117416,K03425.02,Kepler-1921 c,CONFIRMED,3.15722086,0.001,3.762,49.7,1.41,1791.0,2436.47,17.4,3,410.0,6120.0,3.934,0.02,2.0,1.251,300.31619,45.49538,13.266
5900235,K03426.01,,CANDIDATE,58.7701045,0.551,6.995,224.4,1.57,508.0,15.78,13.2,1,21.0,6158.0,4.397,-0.44,1.013,0.934,298.00089,41.196991,14.324
9474756,K03495.02,,CANDIDATE,6.685438,0.853,5.09,89.2,1.25,1040.0,276.02,9.7,2,193.0,5808.0,4.326,0.16,1.159,1.038,295.55374,46.02911,15.135
7517261,K03496.01,Kepler-1511 b,CONFIRMED,23.2385587,0.355,8.432,161.2,2.18,903.0,157.09,15.5,2,54.0,6602.0,4.108,-0.12,1.685,1.333,288.4212,43.179794,13.932
7517261,K03496.02,,CANDIDATE,8.5433774,0.748,6.149,75.1,1.58,1260.0,595.97,10.3,2,151.0,6602.0,4.108,-0.12,1.685,1.333,288.4212,43.179794,13.932
5653795,K07734.01,,FALSE POSITIVE,118.314913,0.522,4.79,216.3,7.23,786.0,90.09,7.0,1,7.0,6190.0,3.34,-0.34,4.763,1.811,299.8363,40.88673,13.172
8424002,K03497.01,Kepler-1512 b,CONFIRMED,20.35971899,0.925,2.1521,345.7,0.8,276.0,1.38,26.8,1,65.0,3419.0,4.904,0.04,0.344,0.346,289.27451,44.470322,13.393
8635938,K03498.01,,FALSE POSITIVE,43.798566,1.182,6.401,290.4,48.52,721.0,63.8,26.1,1,31.0,5611.0,3.842,0.16,2.227,1.259,295.82376,44.79591,12.963
10464666,K03578.01,,FALSE POSITIVE,131.73630485,0.871,5.28476,58381.2,54.38,413.0,6.89,1241.0,1,10.0,5102.0,3.962,0.12,1.669,0.932,289.53009,47.626221,13.395
5024292,K03579.01,,FALSE POSITIVE,4.301031137,0.79,5.65214,204153.0,93.01,1454.0,1056.61,1526.2,1,150.0,6386.0,4.208,0.48,1.548,1.408,295.30023,40.18335,14.573
4659255,K03580.01,,FALSE POSITIVE,198.01379181,0.88,9.72673,142501.0,38.49,260.0,1.09,1411.3,1,7.0,5359.0,4.566,-0.72,0.708,0.673,293.04837,39.725349,15.546
8263746,K03581.01,,FALSE POSITIVE,10.9938268,0.471,5.0746,419208.0,52.69,627.0,36.46,469.5,1,0.0,4856.0,4.554,-0.08,0.743,0.721,300.78192,44.19405,16.751
5877292,K07744.01,,CANDIDATE,11.7201693,0.292,2.399,154.4,1.34,870.0,135.43,7.5,1,98.0,6193.0,4.434,0.0,1.067,1.127,292.13049,41.165749,15.171
10657406,K01837.02,Kepler-969 c,CONFIRMED,1.682934607,0.681,1.8846,142.7,1.06,1270.0,615.67,24.5,2,788.0,5201.0,4.573,0.36,0.834,0.948,288.3725,47.933559,13.733
3428468,K03582.01,,FALSE POSITIVE,114.90862419,0.78,7.66397,196112.0,42.78,259.0,1.06,1179.7,1,13.0,4412.0,4.565,0.44,0.737,0.729,286.72336,38.595661,15.927
7091432,K03353.01,Kepler-1477 b,CONFIRMED,11.55532445,0.96,3.499,250.0,1.7,674.0,48.88,16.1,1,113.0,5149.0,4.506,-0.14,0.803,0.755,281.29855,42.685749,14.598
9845909,K03354.01,,CANDIDATE,11.5706005,0.416,3.073,211.9,1.33,771.0,83.39,9.6,1,73.0,5718.0,4.479,-0.2,0.9,0.89,297.37747,46.661652,15.089
9221528,K03355.01,,CANDIDATE,16.2953228,0.587,4.882,229.1,1.6,773.0,84.23,12.9,1,72.0,6187.0,4.432,-0.24,1.013,1.007,293.13409,45.626869,15.11
6106046,K07762.01,,CANDIDATE,8.5073512,0.223,2.266,209.5,1.38,891.0,148.86,8.9,1,99.0,5914.0,4.483,-0.06,0.955,1.011,285.23715,41.497532,15.33
6368230,K03356.01,Kepler-1478 b,CONFIRMED,26.0841212,0.092,6.141,259.7,1.35,598.0,30.24,13.8,1,52.0,6083.0,4.563,-0.5,0.835,0.933,293.1651,41.746231,15.44
7115291,K03357.01,,FALSE POSITIVE,52.802767576,1.473,5.6184,52110.3,75.82,472.0,11.73,1238.8,1,23.0,5835.0,4.492,-0.24,0.901,0.918,291.00095,42.622231,15.193
9907505,K03427.01,,FALSE POSITIVE,39.206808648,0.81,6.24701,186978.0,50.2,516.0,16.82,1274.3,1,23.0,5945.0,4.545,-0.3,0.861,0.95,297.81793,46.76421,15.545
9027909,K03428.01,Kepler-1496 b,CONFIRMED,64.6589166,0.083,7.71,235.4,2.12,535.0,19.39,13.9,1,22.0,5821.0,4.172,0.12,1.395,1.054,293.97394,45.3507,14.694
9230021,K03429.01,,CANDIDATE,15.8283833,0.623,3.643,227.5,1.8,758.0,78.2,9.8,4,70.0,5596.0,4.298,0.14,1.145,0.95,296.19614,45.634331,15.364
6369845,K07777.01,,FALSE POSITIVE,27.6760342,0.071,4.234,266.8,5.15,951.0,193.23,14.4,1,48.0,5123.0,3.442,-0.4,3.224,1.051,293.64758,41.730679,13.33
9230021,K03429.02,Kepler-1497 b,CONFIRMED,8.74192361,0.025,4.235,295.7,1.94,924.0,172.38,18.5,4,130.0,5596.0,4.298,0.14,1.145,0.95,296.19614,45.634331,15.364
9230021,K03429.03,,FALSE POSITIVE,26.936878,0.2807,4.969,246.9,1.57,617.0,34.24,8.8,4,,5878.0,4.442,-0.02,0.998,1.003,296.19614,45.634331,15.364
3662838,K00302.02,,FALSE POSITIVE,53.34418038,,3.62,,,,,,2,,,,,,,295.6088,38.735741,12.059
5471688,K03499.01,,FALSE POSITIVE,12.4281308,0.33,6.79,131.4,0.85,715.0,61.78,9.4,2,96.0,5940.0,4.621,-0.88,0.729,0.819,297.72504,40.64431,15.056
8552719,K01792.03,Kepler-953 c,CONFIRMED,9.10969334,0.761,5.3181,126.4,1.32,873.0,137.45,47.8,3,140.0,5611.0,4.388,0.36,1.073,1.026,288.97165,44.624531,12.16
5471688,K03499.02,,FALSE POSITIVE,0.96283264,0.4963,2.947,96.3,0.74,1686.0,1908.55,16.4,2,741.0,5955.0,4.617,-0.88,0.733,0.811,297.72504,40.64431,15.056
6058816,K03500.01,Kepler-1927 b,CONFIRMED,73.7502765,0.127,13.309,233.1,3.78,677.0,49.76,33.9,2,19.0,6056.0,3.797,0.14,2.481,1.408,296.35461,41.33556,13.214
6058816,K03500.02,,CANDIDATE,4.7482669,0.673,4.947,35.6,1.57,1690.0,1927.62,12.1,2,280.0,6056.0,3.797,0.14,2.481,1.408,296.35461,41.33556,13.214
5130740,K03583.01,,FALSE POSITIVE,210.30644361,1.155,6.68665,46455.4,101.13,525.0,17.94,1081.7,1,5.0,7591.0,4.05,-0.08,2.017,1.665,299.21945,40.212311,12.504
9892471,K03584.01,,FALSE POSITIVE,8.268081087,1.099,3.47103,71479.3,50.31,863.0,130.83,1320.5,1,158.0,5749.0,4.502,0.02,0.922,0.987,292.53125,46.728699,15.768
2019076,K03585.01,,FALSE POSITIVE,3.564614021,0.989,3.44204,94342.0,46.0,1187.0,470.37,728.8,1,342.0,5891.0,4.45,-0.56,0.892,0.818,292.46249,37.442619,15.671
5879448,K07745.01,,FALSE POSITIVE,533.47707,0.418,23.71,210.6,2.6,315.0,2.33,15.3,1,3.0,6077.0,3.931,-0.6,1.759,0.964,292.82809,41.139351,13.294
