kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,planet,planet_label
5880320,K01060.01,Kepler-758 b,CONFIRMED,12.10968709,0.924,6.3461,284.7,2.98,1005.0,240.8,33.4,4,110.0,6021.0,4.093,-0.34,1.458,0.96,293.08463,41.135441,14.348,1,confirmed
5880320,K01060.02,Kepler-758 c,CONFIRMED,4.75796103,0.621,4.66,124.5,1.7,1372.0,835.65,20.9,4,271.0,6021.0,4.093,-0.34,1.458,0.96,293.08463,41.135441,14.348,1,confirmed
5880320,K01060.03,Kepler-758 d,CONFIRMED,20.4972755,0.966,8.536,242.9,2.96,843.0,119.42,22.8,4,51.0,6021.0,4.093,-0.34,1.458,0.96,293.08463,41.135441,14.348,1,confirmed
3859079,K01199.01,Kepler-786 b,CONFIRMED,53.5292702,0.346,5.668,1086.1,2.28,348.0,3.48,34.5,1,21.0,4736.0,4.624,0.12,0.708,0.791,293.74393,38.939281,14.887,1,confirmed
4061149,K01201.01,Kepler-1741 b,CONFIRMED,2.757584622,0.093,0.9267,563.1,1.01,615.0,33.79,19.6,1,490.0,3683.0,4.84,-0.22,0.424,0.454,292.57703,39.12088,15.597,1,confirmed
3444588,K01202.01,Kepler-787 b,CONFIRMED,0.928310036,0.181,1.1899,376.2,1.16,1115.0,365.72,22.6,1,1443.0,4109.0,4.672,-0.02,0.602,0.621,291.69247,38.572899,15.854,1,confirmed
8394721,K00152.03,Kepler-79 b,CONFIRMED,13.48457668,0.011,5.0197,653.5,3.39,929.0,176.29,80.8,4,98.0,6198.0,4.237,-0.04,1.324,1.101,300.51712,44.38158,13.914,1,confirmed
3962243,K01203.01,Kepler-276 c,CONFIRMED,31.8841473,0.938,6.122,910.0,3.7,563.0,23.82,25.3,3,31.0,5779.0,4.477,0.14,0.974,1.037,293.56815,39.03632,15.368,1,confirmed
10743597,K00989.03,,CANDIDATE,16.15811112,1.8572,6.049,2319.8,86.13,660.0,44.83,52.8,4,67.0,5619.0,4.536,0.02,0.874,0.956,296.38229,48.045311,15.488,0,candidate
10154388,K00991.01,Kepler-744 b,CONFIRMED,12.06222962,0.392,2.0584,300.2,1.62,750.0,74.8,32.4,1,89.0,5547.0,4.451,0.0,0.933,0.897,296.49612,47.182861,13.581,1,confirmed
1432789,K00992.01,Kepler-745 b,CONFIRMED,9.93146307,0.037,5.678,398.6,2.41,931.0,177.83,26.2,2,137.0,5782.0,4.28,0.16,1.22,1.035,291.49942,37.05928,15.214,1,confirmed
1718189,K00993.01,Kepler-262 c,CONFIRMED,21.85362905,0.676,3.439,355.6,1.75,618.0,34.57,23.0,3,60.0,5830.0,4.54,-0.14,0.876,0.97,290.72867,37.252651,14.246,1,confirmed
5880320,K01060.04,Kepler-758 e,CONFIRMED,8.19345065,0.815,5.234,115.4,1.74,1144.0,405.75,15.7,4,142.0,6021.0,4.093,-0.34,1.458,0.96,293.08463,41.135441,14.348,1,confirmed
6037187,K01061.01,Kepler-759 b,CONFIRMED,41.8059544,0.029,6.057,434.4,2.02,533.0,19.02,28.3,1,31.0,5907.0,4.445,-0.16,0.973,0.961,290.1315,41.3815,14.502,1,confirmed
5735762,K00148.01,Kepler-48 b,CONFIRMED,4.77800306,0.02,2.7361,473.0,1.85,932.0,177.79,115.4,3,274.0,5192.0,4.489,0.18,0.873,0.856,299.13922,40.94902,13.04,1,confirmed
6359320,K01127.01,Kepler-269 b,CONFIRMED,5.32667299,0.043,3.4045,611.4,2.26,1007.0,242.97,34.1,3,213.0,5831.0,4.517,0.0,0.921,1.016,290.21518,41.77597,15.808,1,confirmed
3859628,K01191.01,Kepler-1740 b,CONFIRMED,8.17242644,0.926,3.902,864.3,3.29,858.0,127.95,37.0,1,105.0,5705.0,4.499,-0.06,0.905,0.943,293.87363,38.922482,15.24,1,confirmed
3644071,K01192.01,,CANDIDATE,1295.362215,1.3935,28.297,8708.0,57.82,169.0,0.19,164.0,2,,5609.0,4.346,-0.04,1.048,0.889,291.03217,38.703911,14.215,0,candidate
1718189,K00993.02,Kepler-262 b,CONFIRMED,13.0607936,0.718,3.215,236.6,1.45,734.0,68.66,19.4,3,101.0,5830.0,4.54,-0.14,0.876,0.97,290.72867,37.252651,14.246,1,confirmed
1431122,K00994.01,,CANDIDATE,4.2989201,0.972,2.747,237.6,2.12,1046.0,283.62,20.0,1,314.0,5300.0,4.385,0.18,0.986,0.861,291.14249,37.061321,14.613,0,candidate
8260218,K01066.01,,CANDIDATE,5.714817603,0.096,3.14126,12294.8,9.29,943.0,187.27,537.7,1,200.0,5695.0,4.526,-0.28,0.842,0.869,299.78632,44.16954,15.623,0,candidate
8222813,K01069.01,Kepler-760 b,CONFIRMED,8.70420525,0.5,2.9385,1074.9,2.86,748.0,74.13,74.0,2,132.0,5074.0,4.474,0.16,0.863,0.809,287.5932,44.17942,15.07,1,confirmed
6359320,K01127.02,Kepler-269 c,CONFIRMED,8.1280933,0.357,3.727,224.1,1.39,875.0,138.51,10.7,3,128.0,5831.0,4.517,0.0,0.921,1.016,290.21518,41.77597,15.808,1,confirmed
6359320,K01127.03,,CANDIDATE,2.83668931,0.33,3.031,166.1,1.19,1242.0,562.48,12.1,3,355.0,5831.0,4.517,0.0,0.921,1.016,290.21518,41.77597,15.808,0,candidate
6362874,K01128.01,Kepler-775 b,CONFIRMED,0.974868896,0.12,1.6191,197.6,1.16,1612.0,1605.87,82.6,1,1372.0,5487.0,4.563,0.0,0.832,0.924,291.43329,41.703442,13.507,1,confirmed
6272413,K01129.01,Kepler-776 b,CONFIRMED,4.89721006,0.66,1.812,274.4,1.48,904.0,157.93,16.9,1,273.0,5093.0,4.483,0.08,0.847,0.794,287.27264,41.635559,15.456,1,confirmed
3447722,K01198.01,Kepler-275 c,CONFIRMED,16.08832318,0.648,5.731,597.8,3.42,875.0,138.64,31.3,4,89.0,6157.0,4.224,-0.08,1.33,1.08,292.47971,38.514919,15.319,1,confirmed
3447722,K01198.02,Kepler-275 b,CONFIRMED,10.30067919,0.004,4.885,271.8,2.2,1015.0,251.55,16.4,4,126.0,6157.0,4.224,-0.08,1.33,1.08,292.47971,38.514919,15.319,1,confirmed
3447722,K01198.03,Kepler-275 d,CONFIRMED,35.6757453,0.61,7.381,471.2,3.02,671.0,47.96,18.5,4,38.0,6157.0,4.224,-0.08,1.33,1.08,292.47971,38.514919,15.319,1,confirmed
3447722,K01198.04,,CANDIDATE,1.00861677,,0.91,,,,,,4,,,,,,,292.47971,38.514919,15.319,0,candidate
2165002,K00999.01,Kepler-263 b,CONFIRMED,16.56806842,0.164,4.2647,1331.4,2.54,548.0,21.27,41.9,2,83.0,4987.0,4.602,-0.18,0.716,0.749,292.46976,37.567791,15.391,1,confirmed
2165002,K00999.02,Kepler-263 c,CONFIRMED,47.3329299,0.43,2.708,931.5,2.18,386.0,5.25,14.0,2,30.0,4987.0,4.602,-0.18,0.716,0.749,292.46976,37.567791,15.391,1,confirmed
1871056,K01001.01,Kepler-264 b,CONFIRMED,40.8065333,0.016,13.135,313.9,3.71,772.0,83.75,54.8,2,34.0,6207.0,3.963,0.24,2.097,1.472,292.04462,37.37624,13.038,1,confirmed
8222813,K01069.02,Kepler-760 c,CONFIRMED,2.46697039,0.574,1.6345,308.7,1.56,1139.0,398.42,29.5,2,444.0,5074.0,4.474,0.16,0.863,0.809,287.5932,44.17942,15.07,1,confirmed
12105051,K00141.01,,CANDIDATE,2.624234833,0.781,1.3874,2607.0,5.11,1164.0,434.31,361.1,1,508.0,5340.0,4.514,0.36,0.899,0.963,288.0383,50.651611,13.687,0,candidate
8240904,K01070.01,Kepler-266 b,CONFIRMED,6.61836309,0.043,3.6813,549.1,2.98,1066.0,304.65,31.5,3,168.0,5529.0,4.19,0.16,1.294,0.947,294.48438,44.166908,15.59,1,confirmed
8240904,K01070.02,Kepler-266 c,CONFIRMED,107.7214092,0.003,8.042,1396.2,4.75,421.0,7.39,30.5,3,10.0,5529.0,4.19,0.16,1.294,0.947,294.48438,44.166908,15.59,1,confirmed
8240904,K01070.03,,CANDIDATE,92.77779,0.0174,6.64,359.0,1.92,410.0,6.7,5.2,3,,5888.0,4.444,0.1,1.019,1.053,294.48438,44.166908,15.59,0,candidate
5735762,K00148.02,Kepler-48 c,CONFIRMED,9.673958488,0.194,3.2641,952.7,2.63,736.0,69.42,178.0,3,140.0,5192.0,4.489,0.18,0.873,0.856,299.13922,40.94902,13.04,1,confirmed
3962243,K01203.02,Kepler-276 b,CONFIRMED,14.12847677,0.811,3.685,628.7,2.73,739.0,70.5,23.0,3,72.0,5779.0,4.477,0.14,0.974,1.037,293.56815,39.03632,15.368,1,confirmed
3962243,K01203.03,Kepler-276 d,CONFIRMED,48.6478543,0.988,5.464,641.8,4.14,489.0,13.57,12.2,3,20.0,5779.0,4.477,0.14,0.974,1.037,293.56815,39.03632,15.368,1,confirmed
3438507,K01204.01,Kepler-788 b,CONFIRMED,8.39842977,0.573,6.344,340.1,2.0,984.0,221.66,28.0,1,164.0,6309.0,4.441,-0.18,1.044,1.096,290.0004,38.53989,15.291,1,confirmed
3869014,K01205.01,Kepler-789 b,CONFIRMED,8.63847391,0.049,5.4566,395.9,5.99,1419.0,958.35,38.6,1,124.0,5684.0,3.657,0.2,3.046,1.536,295.97516,38.94664,14.507,1,confirmed
3756801,K01206.01,,CANDIDATE,422.917678,0.7887,31.274,1367.7,5.89,292.0,1.73,61.7,1,,5796.0,4.12,-0.02,1.444,1.004,293.95459,38.899971,13.642,0,candidate
1871056,K01001.02,Kepler-264 c,CONFIRMED,140.10765,0.019,18.503,266.8,3.42,511.0,16.17,29.0,2,9.0,6207.0,3.963,0.24,2.097,1.472,292.04462,37.37624,13.038,1,confirmed
1865042,K01002.01,Kepler-746 b,CONFIRMED,3.4815917,0.076,1.8069,135.2,1.17,1156.0,421.61,23.4,1,387.0,5405.0,4.374,0.21,1.022,0.902,290.68225,37.35511,13.615,1,confirmed
5780460,K01005.01,Kepler-747 b,CONFIRMED,35.61760233,0.009,8.4559,4634.9,5.17,456.0,10.19,155.0,1,34.0,5123.0,4.523,-0.2,0.779,0.737,288.4165,41.0298,15.703,1,confirmed
8229696,K01072.01,Kepler-761 b,CONFIRMED,10.12805158,0.753,3.517,477.4,1.95,767.0,81.77,38.0,1,125.0,5676.0,4.548,-0.3,0.82,0.865,290.5036,44.143581,14.743,1,confirmed
10272640,K01074.01,Kepler-762 b,CONFIRMED,3.770551475,0.053,3.8077,12440.0,12.05,1302.0,679.75,100.8,1,305.0,6322.0,4.426,-0.12,1.075,1.124,291.27563,47.329491,15.439,1,confirmed
8346392,K01141.01,Kepler-777 b,CONFIRMED,5.72812616,0.22,2.0295,643.4,1.38,569.0,24.74,20.8,1,236.0,3968.0,4.714,-0.14,0.548,0.567,282.72406,44.34647,15.95,1,confirmed
8288947,K01142.01,Kepler-778 b,CONFIRMED,3.75574267,0.127,2.2911,417.4,1.58,977.0,215.46,27.9,1,354.0,5311.0,4.588,-0.04,0.788,0.884,287.47742,44.237511,15.764,1,confirmed
9480189,K00941.01,Kepler-257 c,CONFIRMED,6.581477136,0.137,3.0896,2318.9,4.56,881.0,142.63,116.2,3,166.0,5188.0,4.4,0.32,0.973,0.868,297.31598,46.023258,15.471,1,confirmed
11974540,K00129.01,Kepler-470 b,CONFIRMED,24.669192732,0.073,7.03515,7382.3,77.76,1485.0,1150.61,603.0,2,54.0,5313.0,2.936,0.56,9.327,2.736,297.00943,50.372318,13.224,1,confirmed
9480189,K00941.02,Kepler-257 b,CONFIRMED,2.382652873,0.682,1.8888,705.4,2.74,1237.0,553.53,45.5,3,421.0,5188.0,4.4,0.32,0.973,0.868,297.31598,46.023258,15.471,1,confirmed
9480189,K00941.03,Kepler-257 d,CONFIRMED,24.66461416,0.8,2.8579,2398.8,5.34,567.0,24.53,56.7,3,43.0,5188.0,4.4,0.32,0.973,0.868,297.31598,46.023258,15.471,1,confirmed
9512687,K00942.01,Kepler-735 b,CONFIRMED,11.51517167,0.311,2.006,1357.4,2.9,657.0,43.96,53.2,1,115.0,5177.0,4.59,0.21,0.798,0.91,284.68887,46.172249,15.386,1,confirmed
8644288,K00137.01,Kepler-18 c,CONFIRMED,7.641567589,0.027,3.41018,2269.7,4.91,899.0,154.25,437.5,3,175.0,5356.0,4.338,0.2,1.055,0.882,298.07944,44.746319,13.549,1,confirmed
1725016,K01007.01,Kepler-748 b,CONFIRMED,7.40742502,0.03,3.675,442.0,2.01,938.0,183.15,23.1,1,151.0,5922.0,4.474,-0.08,0.961,1.002,292.26291,37.236992,15.242,1,confirmed
5446285,K00142.01,Kepler-88 b,CONFIRMED,10.916108342,0.7699,3.6496,1479.0,3.93,758.0,78.19,302.2,2,,5575.0,4.521,0.36,0.932,1.051,291.14807,40.669399,13.113,1,confirmed
10166274,K01078.01,Kepler-267 b,CONFIRMED,3.353732008,0.051,1.4598,1264.7,1.65,615.0,33.76,47.8,3,320.0,3789.0,4.781,-0.34,0.46,0.467,299.83041,47.157459,15.438,1,confirmed
10166274,K01078.02,Kepler-267 c,CONFIRMED,6.877446033,0.79,1.3692,1632.3,2.05,484.0,12.95,39.6,3,149.0,3789.0,4.781,-0.34,0.46,0.467,299.83041,47.157459,15.438,1,confirmed
10166274,K01078.03,Kepler-267 d,CONFIRMED,28.46464804,0.035,2.6657,1629.8,1.87,301.0,1.95,28.9,3,36.0,3789.0,4.781,-0.34,0.46,0.467,299.83041,47.157459,15.438,1,confirmed
5735762,K00148.03,Kepler-48 d,CONFIRMED,42.89645024,0.007,5.6897,555.3,2.0,448.0,9.54,66.8,3,30.0,5192.0,4.489,0.18,0.873,0.856,299.13922,40.94902,13.04,1,confirmed
8313667,K01145.01,,CANDIDATE,30.5872153,0.013,5.3698,464.8,2.32,621.0,35.08,33.1,1,44.0,5944.0,4.38,0.0,1.082,1.024,296.54861,44.264671,14.143,0,candidate
8351704,K01146.01,Kepler-779 b,CONFIRMED,7.09712124,0.05,2.1059,369.5,0.74,425.0,7.73,18.3,1,193.0,3569.0,4.861,-0.16,0.389,0.4,285.62854,44.31089,15.649,1,confirmed
9513865,K00943.01,Kepler-736 b,CONFIRMED,3.601465336,0.021,2.2753,777.7,2.31,996.0,232.65,50.7,1,370.0,5052.0,4.48,0.16,0.855,0.805,285.39133,46.180939,15.733,1,confirmed
9605514,K00945.01,Kepler-1666 b,CONFIRMED,25.8474958,0.054,5.985,537.4,2.4,672.0,48.23,27.3,3,42.0,6297.0,4.448,-0.2,1.031,1.084,297.9516,46.264721,15.083,1,confirmed
9605514,K00945.02,Kepler-1666 c,CONFIRMED,40.715561,0.008,6.894,680.9,2.7,578.0,26.34,28.9,3,25.0,6297.0,4.448,-0.2,1.031,1.084,297.9516,46.264721,15.083,1,confirmed
8125580,K01014.01,Kepler-749 b,CONFIRMED,17.31711739,0.684,3.1518,1473.0,2.04,454.0,10.07,35.9,1,77.0,4719.0,4.753,-1.7,0.502,0.52,299.89722,43.903912,15.759,1,confirmed
8158127,K01015.01,Kepler-750 b,CONFIRMED,9.42889884,0.011,4.4481,565.4,4.39,1163.0,432.9,50.4,3,75.0,5897.0,3.98,0.16,1.86,1.204,289.09689,44.004379,14.5,1,confirmed
10149023,K01081.01,,CANDIDATE,9.95639775,1.222,5.615,510.5,28.15,905.0,158.42,32.9,1,139.0,6161.0,4.454,0.07,1.053,1.15,294.76855,47.13279,15.22,0,candidate
10141900,K01082.01,Kepler-763 d,CONFIRMED,6.50327035,0.08,2.591,418.3,1.67,804.0,98.81,19.0,4,200.0,4999.0,4.49,0.18,0.843,0.8,292.14447,47.157349,15.692,1,confirmed
10141900,K01082.02,Kepler-763 c,CONFIRMED,4.09667624,0.142,2.19,302.3,1.42,938.0,182.9,16.2,4,291.0,4999.0,4.49,0.18,0.843,0.8,292.14447,47.157349,15.692,1,confirmed
10141900,K01082.03,Kepler-763 b,CONFIRMED,1.196548464,0.332,1.2592,224.6,1.25,1414.0,945.12,16.5,4,1071.0,4999.0,4.49,0.18,0.843,0.8,292.14447,47.157349,15.692,1,confirmed
8410727,K01148.01,Kepler-270 b,CONFIRMED,11.47609015,0.755,5.046,182.3,2.07,984.0,221.34,27.7,2,120.0,6071.0,4.202,0.1,1.41,1.156,282.2001,44.422298,13.908,1,confirmed
8410727,K01148.02,Kepler-270 c,CONFIRMED,25.2630467,0.743,6.22,125.5,1.71,756.0,77.24,14.3,2,55.0,6071.0,4.202,0.1,1.41,1.156,282.2001,44.422298,13.908,1,confirmed
8278371,K01150.01,Kepler-780 b,CONFIRMED,0.677374687,0.132,1.8361,76.7,0.9,2099.0,4572.56,38.7,1,1977.0,5718.0,4.395,0.08,1.037,0.974,281.76639,44.292549,13.326,1,confirmed
8280511,K01151.01,Kepler-271 b,CONFIRMED,10.43547031,0.174,3.4167,210.2,1.22,759.0,78.35,36.7,5,127.0,5528.0,4.499,-0.2,0.853,0.838,283.00296,44.284229,13.404,1,confirmed
8280511,K01151.02,Kepler-271 c,CONFIRMED,7.41084314,0.064,3.245,124.1,0.94,850.0,123.4,25.6,5,178.0,5528.0,4.499,-0.2,0.853,0.838,283.00296,44.284229,13.404,1,confirmed
9710326,K00947.01,Kepler-737 b,CONFIRMED,28.59914031,0.009,3.6567,1585.1,1.83,298.0,1.87,53.8,1,44.0,3755.0,4.781,-0.26,0.461,0.47,291.86285,46.42926,15.19,1,confirmed
9761882,K00948.01,Kepler-738 b,CONFIRMED,24.58716355,0.648,3.984,907.5,2.37,530.0,18.72,35.6,1,55.0,5474.0,4.605,-0.34,0.749,0.831,287.56967,46.56786,15.598,1,confirmed
9766437,K00949.01,Kepler-739 b,CONFIRMED,12.53248222,0.668,4.0168,1145.9,3.24,775.0,85.15,66.7,1,109.0,5997.0,4.522,-0.22,0.904,0.991,290.06799,46.57914,15.485,1,confirmed
9772531,K00950.01,,CANDIDATE,31.201692472,0.001,2.15663,34513.7,8.31,286.0,1.59,607.4,1,44.0,3748.0,4.796,-0.3,0.449,0.461,292.65704,46.537338,15.798,0,candidate
9775938,K00951.01,Kepler-258 b,CONFIRMED,13.19720694,0.568,3.4872,2141.4,4.18,642.0,40.03,116.2,2,103.0,4954.0,4.462,0.44,0.885,0.827,294.06848,46.57933,15.223,1,confirmed
8644288,K00137.02,Kepler-18 d,CONFIRMED,14.85890852,0.255,3.5252,3269.0,5.94,720.0,63.52,456.8,3,93.0,5356.0,4.338,0.2,1.055,0.882,298.07944,44.746319,13.549,1,confirmed
8158127,K01015.02,Kepler-750 c,CONFIRMED,4.08897299,0.374,3.585,157.9,2.36,1537.0,1317.96,19.0,3,162.0,5897.0,3.98,0.16,1.86,1.204,289.09689,44.004379,14.5,1,confirmed
8174625,K01017.01,Kepler-751 b,CONFIRMED,17.44486016,0.871,4.445,826.9,3.24,679.0,50.32,46.0,1,75.0,5568.0,4.413,-0.04,0.966,0.882,294.84384,44.077679,15.007,1,confirmed
10157458,K01083.01,Kepler-764 b,CONFIRMED,7.33685101,0.018,3.548,325.8,1.52,875.0,138.46,21.6,2,140.0,5795.0,4.554,-0.2,0.848,0.938,297.39319,47.164631,15.302,1,confirmed
10118816,K01085.01,Kepler-1735 b,CONFIRMED,7.71790675,0.112,1.84,306.8,0.9,502.0,15.01,12.6,1,180.0,3975.0,4.753,-0.34,0.509,0.535,281.05011,47.188148,15.233,1,confirmed
10122255,K01086.01,Kepler-765 b,CONFIRMED,27.6652847,0.004,6.633,469.2,2.21,641.0,39.94,36.1,1,49.0,6036.0,4.396,-0.32,1.017,0.939,283.1846,47.15567,14.609,1,confirmed
3835670,K00149.01,Kepler-473 b,CONFIRMED,14.55730897,0.036,7.7643,956.9,4.32,879.0,141.0,200.0,1,95.0,5774.0,4.159,0.14,1.412,1.048,286.6301,38.945599,13.397,1,confirmed
10295951,K01154.01,,CANDIDATE,6.810823723,0.57,7.98574,14446.8,26.06,1626.0,1656.16,1441.9,1,160.0,7226.0,3.967,-0.4,2.079,1.461,299.10281,47.377781,12.628,0,candidate
9775938,K00951.02,Kepler-258 c,CONFIRMED,33.6528474,0.567,3.9616,1140.8,3.05,470.0,11.5,41.9,2,38.0,4954.0,4.462,0.44,0.885,0.827,294.06848,46.57933,15.223,1,confirmed
9787239,K00952.01,Kepler-32 b,CONFIRMED,5.90127815,0.03,2.1979,1525.2,1.94,514.0,16.54,56.6,5,176.0,3731.0,4.75,-0.02,0.498,0.509,297.84241,46.574268,15.801,1,confirmed
9787239,K00952.02,Kepler-32 c,CONFIRMED,8.75209691,0.017,2.3742,1367.6,1.83,451.0,9.76,44.8,5,121.0,3731.0,4.75,-0.02,0.498,0.509,297.84241,46.574268,15.801,1,confirmed
9787239,K00952.03,Kepler-32 d,CONFIRMED,22.78078241,0.008,3.3002,1925.1,2.17,328.0,2.73,46.4,5,47.0,3731.0,4.75,-0.02,0.498,0.509,297.84241,46.574268,15.801,1,confirmed
9787239,K00952.04,Kepler-32 e,CONFIRMED,2.896005211,0.082,1.6776,614.1,1.23,652.0,42.53,28.6,5,345.0,3731.0,4.75,-0.02,0.498,0.509,297.84241,46.574268,15.801,1,confirmed
9787239,K00952.05,Kepler-32 f,CONFIRMED,0.742957911,0.162,0.6688,843.3,1.47,1026.0,262.51,45.3,5,1202.0,3731.0,4.75,-0.02,0.498,0.509,297.84241,46.574268,15.801,1,confirmed
2716853,K01022.01,Kepler-752 b,CONFIRMED,18.82744023,0.025,4.664,1006.2,2.7,632.0,37.82,29.5,2,74.0,5687.0,4.538,-0.12,0.86,0.93,292.26813,37.955639,15.762,1,confirmed
2715135,K01024.01,Kepler-753 b,CONFIRMED,5.747711909,0.575,1.8923,820.1,1.86,641.0,40.07,51.7,1,231.0,4252.0,4.64,-0.06,0.632,0.637,291.90326,37.90229,14.496,1,confirmed
8644288,K00137.03,Kepler-18 b,CONFIRMED,3.504691252,0.741,1.9811,315.1,2.03,1165.0,435.21,67.5,3,355.0,5356.0,4.338,0.2,1.055,0.882,298.07944,44.746319,13.549,1,confirmed
3247268,K01089.01,Kepler-418 b,CONFIRMED,86.67856052,0.291,10.1289,8244.1,9.83,434.0,8.41,318.3,2,13.0,5822.0,4.351,-0.06,1.081,0.957,294.4335,38.35545,14.696,1,confirmed
3247268,K01089.02,Kepler-418 c,CONFIRMED,12.21828097,0.778,2.6969,1843.4,5.1,835.0,114.59,90.1,2,84.0,5822.0,4.351,-0.06,1.081,0.957,294.4335,38.35545,14.696,1,confirmed
10354039,K01159.01,Kepler-1737 b,CONFIRMED,64.617518,0.9,5.796,2486.6,5.4,383.0,5.09,61.9,1,16.0,5043.0,4.47,0.3,0.881,0.834,297.01483,47.486431,15.332,1,confirmed
10330115,K01160.01,Kepler-781 b,CONFIRMED,13.21409607,0.812,3.5641,1154.8,2.77,629.0,36.95,38.0,1,98.0,5333.0,4.62,-0.32,0.728,0.813,287.65363,47.41481,15.987,1,confirmed
10426656,K01161.01,Kepler-272 c,CONFIRMED,6.05729966,0.219,3.7419,385.2,1.94,947.0,189.98,35.1,3,180.0,5334.0,4.372,0.16,1.004,0.865,299.12753,47.59383,14.678,1,confirmed
9820483,K00953.01,Kepler-740 b,CONFIRMED,3.584101048,0.045,2.7316,2608.1,4.66,1131.0,386.66,166.3,1,366.0,5739.0,4.518,0.1,0.922,1.021,286.48227,46.692451,15.954,1,confirmed
9941662,K00013.01,Kepler-13 b,CONFIRMED,1.763587535,0.512,3.16877,4590.6,21.42,3559.0,37958.27,4061.9,1,761.0,9107.0,3.867,0.07,3.031,2.466,286.97119,46.868359,9.958,1,confirmed
7778437,K00131.01,Kepler-471 b,CONFIRMED,5.014234733,0.066,4.589,6536.0,10.63,1308.0,692.13,794.3,1,266.0,6490.0,4.32,0.16,1.307,1.304,299.09753,43.497589,13.797,1,confirmed
9823457,K00954.01,Kepler-259 b,CONFIRMED,8.11528727,0.916,3.211,834.9,3.1,879.0,140.92,59.1,2,164.0,5926.0,4.532,-0.2,0.887,0.978,288.21194,46.615002,15.219,1,confirmed
9823457,K00954.02,Kepler-259 c,CONFIRMED,36.9250409,0.838,4.9381,902.0,3.01,530.0,18.7,39.3,2,37.0,5926.0,4.532,-0.2,0.887,0.978,288.21194,46.615002,15.219,1,confirmed
2164169,K01029.01,Kepler-1732 b,CONFIRMED,32.3122867,0.934,6.569,677.8,4.84,699.0,56.49,33.6,1,43.0,5821.0,4.108,0.04,1.494,1.043,292.29099,37.580799,14.757,1,confirmed
2574338,K01030.01,Kepler-1733 b,CONFIRMED,9.22961384,0.067,2.235,492.1,2.79,1021.0,257.11,19.3,1,142.0,6320.0,4.347,0.24,1.252,1.273,291.13849,37.859299,15.399,1,confirmed
2584163,K01031.01,Kepler-754 b,CONFIRMED,14.5598556,0.026,5.624,290.6,1.64,758.0,78.26,15.6,1,94.0,5959.0,4.46,-0.16,0.966,0.983,293.25412,37.846191,15.16,1,confirmed
4180280,K00144.01,Kepler-472 b,CONFIRMED,4.176254191,0.715,3.6716,1360.1,3.07,876.0,139.48,249.7,1,259.0,4957.0,4.594,0.26,0.776,0.867,296.52429,39.24976,13.698,1,confirmed
2721030,K01094.01,Kepler-766 b,CONFIRMED,6.10027621,0.015,4.7476,766.6,2.59,990.0,227.15,43.2,1,222.0,5957.0,4.506,-0.08,0.937,1.026,293.18454,37.969841,15.678,1,confirmed
3329204,K01095.01,,CANDIDATE,51.59809554,0.251,2.0153,5869.2,6.57,449.0,9.61,79.7,1,25.0,5681.0,4.551,-0.06,0.859,0.957,287.61688,38.402321,15.617,0,candidate
3230491,K01096.01,,CANDIDATE,1500.0,0.9243,7.109,9592.0,9.8,139.0,0.09,62.5,1,,5606.0,4.597,-0.4,0.76,0.832,290.18304,38.321941,14.709,0,candidate
7626506,K00150.01,Kepler-112 b,CONFIRMED,8.408878137,0.018,3.4967,798.9,2.28,809.0,101.22,147.2,2,162.0,5551.0,4.508,-0.42,0.812,0.776,296.98102,43.209751,13.771,1,confirmed
10426656,K01161.02,Kepler-272 d,CONFIRMED,10.93725572,0.866,3.0822,421.6,2.41,777.0,86.28,24.6,3,88.0,5334.0,4.372,0.16,1.004,0.865,299.12753,47.59383,14.678,1,confirmed
10426656,K01161.03,Kepler-272 b,CONFIRMED,2.97136658,0.349,2.716,233.3,1.52,1200.0,490.13,25.6,3,328.0,5334.0,4.372,0.16,1.004,0.865,299.12753,47.59383,14.678,1,confirmed
10528068,K01162.01,Kepler-782 b,CONFIRMED,158.6850022,0.034,11.5372,898.3,3.08,350.0,3.53,97.4,1,9.0,5751.0,4.34,-0.28,1.034,0.852,288.86823,47.75943,12.783,1,confirmed
10468940,K01163.01,Kepler-273 b,CONFIRMED,2.936527336,0.524,1.771,352.3,1.92,1209.0,505.22,34.7,2,452.0,5359.0,4.375,0.14,1.002,0.867,291.30222,47.697762,14.968,1,confirmed
9825625,K00955.01,Kepler-741 b,CONFIRMED,7.03902016,0.015,3.8633,529.8,2.45,1051.0,288.92,54.3,1,189.0,6321.0,4.434,-0.16,1.058,1.108,289.4317,46.617531,15.067,1,confirmed
9875711,K00956.01,Kepler-742 b,CONFIRMED,8.360870704,0.494,2.7144,2039.7,3.67,690.0,53.68,120.9,1,159.0,4743.0,4.516,0.4,0.81,0.786,283.86603,46.789589,15.223,1,confirmed
1026957,K00958.01,Kepler-1731 b,CONFIRMED,21.76129812,0.123,1.243,1300.7,2.53,486.0,13.18,60.0,1,62.0,4859.0,4.612,0.0,0.72,0.781,291.25449,36.74361,12.559,1,confirmed
