kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,planet,planet_label
8892303,K02688.01,Kepler-1314 b,CONFIRMED,5.424749327,0.016,1.139,7680.0,5.15,625.0,36.05,78.0,1,142.0,4137.0,4.658,-0.22,0.591,0.58,294.23764,45.197105,16.406,1,confirmed
10265602,K02689.01,,CANDIDATE,165.3447044,0.917,3.09,4899.0,6.98,301.0,1.93,48.0,1,8.0,5594.0,4.52,-0.4,0.812,0.798,288.17789,47.36668,15.548,0,candidate
5369827,K02690.01,Kepler-1870 b,CONFIRMED,3.606940379,0.857,1.0418,432.3,2.04,1046.0,283.23,20.8,1,298.0,5508.0,4.569,0.07,0.84,0.955,293.93347,40.59074,13.461,1,confirmed
6586746,K02747.01,Kepler-1335 b,CONFIRMED,6.26404774,0.232,2.39,378.7,1.55,809.0,101.27,20.1,1,165.0,5032.0,4.511,0.08,0.817,0.789,284.83841,42.070431,15.329,1,confirmed
9962455,K02748.01,Kepler-1336 b,CONFIRMED,23.1985852,0.305,9.821,224.7,2.61,793.0,93.34,28.2,2,42.0,5416.0,3.951,0.0,1.756,1.004,296.27771,46.89986,14.056,1,confirmed
9962455,K02748.02,Kepler-1336 c,CONFIRMED,5.77721259,0.692,2.462,134.3,2.17,1260.0,596.37,17.7,2,178.0,5416.0,3.951,0.0,1.756,1.004,296.27771,46.89986,14.056,1,confirmed
6436029,K02828.01,Kepler-1359 b,CONFIRMED,59.4969009,0.406,5.404,1262.1,2.92,369.0,4.36,23.2,2,19.0,4817.0,4.499,0.42,0.833,0.8,289.53882,41.892818,15.768,1,confirmed
6197215,K02829.01,Kepler-1879 b,CONFIRMED,10.61345333,0.535,0.9829,150.2,1.77,987.0,224.63,20.0,1,126.0,5865.0,4.163,0.0,1.388,1.023,289.36441,41.53323,12.824,1,confirmed
9451706,K00271.01,Kepler-127 d,CONFIRMED,48.6303805,0.034,7.0805,339.8,2.48,590.0,28.6,53.9,3,25.0,6075.0,4.264,0.32,1.352,1.225,285.19,46.027962,11.485,1,confirmed
9244508,K02830.01,Kepler-1360 b,CONFIRMED,40.5289885,0.325,10.604,360.7,5.92,933.0,178.81,35.3,1,34.0,6443.0,3.74,0.56,3.086,1.907,300.34406,45.623219,13.913,1,confirmed
3969687,K02904.01,Kepler-1382 b,CONFIRMED,16.3583482,0.887,9.858,116.4,2.23,959.0,200.1,30.0,1,67.0,6133.0,4.084,0.36,1.765,1.377,295.37738,39.048031,12.683,1,confirmed
6716545,K02906.01,Kepler-1383 b,CONFIRMED,13.9093544,0.132,6.765,86.8,1.33,928.0,175.14,15.6,3,101.0,6052.0,4.183,0.08,1.424,1.128,297.94476,42.191879,13.716,1,confirmed
4552729,K02691.01,,CANDIDATE,97.4463194,0.063,6.765,2141.1,3.05,283.0,1.52,62.8,1,12.0,4735.0,4.627,-0.1,0.686,0.73,289.10992,39.68539,14.981,0,candidate
5185897,K02693.01,Kepler-398 b,CONFIRMED,4.081411554,0.876,2.3239,171.9,1.0,755.0,77.0,36.9,3,326.0,4498.0,4.661,-0.08,0.635,0.698,291.46866,40.343849,13.256,1,confirmed
5185897,K02693.02,Kepler-398 c,CONFIRMED,11.41941928,0.918,3.3075,150.5,0.99,536.0,19.47,22.9,3,108.0,4498.0,4.661,-0.08,0.635,0.698,291.46866,40.343849,13.256,1,confirmed
5185897,K02693.03,Kepler-398 d,CONFIRMED,6.83440674,0.871,2.2726,177.1,1.01,636.0,38.68,29.1,3,187.0,4498.0,4.661,-0.08,0.635,0.698,291.46866,40.343849,13.256,1,confirmed
3663173,K02750.01,,CANDIDATE,174.636181,0.04,15.679,2500.9,11.12,481.0,12.65,37.1,1,8.0,5974.0,3.859,0.1,2.232,1.313,295.66913,38.795841,15.905,0,candidate
9881077,K02751.01,Kepler-1337 b,CONFIRMED,24.4004378,0.909,2.987,860.5,2.47,437.0,8.64,20.2,1,57.0,4583.0,4.606,-0.16,0.674,0.669,287.00909,46.796101,15.858,1,confirmed
6265792,K02753.01,Kepler-1338 b,CONFIRMED,0.935115863,0.243,1.6172,64.8,1.05,2124.0,4811.82,21.6,1,1100.0,5874.0,4.252,0.16,1.297,1.096,284.04233,41.699139,13.615,1,confirmed
9995402,K02832.01,Kepler-1361 b,CONFIRMED,3.57551429,0.462,2.364,92.8,0.89,1061.0,299.19,16.6,1,378.0,5213.0,4.434,0.14,0.917,0.832,283.56531,46.904251,13.93,1,confirmed
9109857,K02833.01,,CANDIDATE,1.791877025,0.403,1.166,46.1,1.48,2223.0,5787.99,12.5,1,743.0,6002.0,3.841,-0.28,2.139,1.156,298.21527,45.406891,12.599,0,candidate
5609593,K02834.01,Kepler-1362 b,CONFIRMED,136.205112,0.49,5.568,1209.3,2.35,248.0,0.89,20.0,1,10.0,4648.0,4.631,-0.1,0.675,0.711,288.53854,40.87711,15.839,1,confirmed
5436338,K02835.01,Kepler-1880 b,CONFIRMED,6.30922043,0.118,1.3251,691.2,1.37,606.0,31.73,22.5,1,208.0,4380.0,4.71,-0.92,0.53,0.524,287.82639,40.696602,15.906,1,confirmed
11414465,K02836.01,Kepler-1363 b,CONFIRMED,2.94194296,0.03,2.056,278.0,1.22,988.0,225.15,18.2,1,398.0,4901.0,4.544,-0.06,0.758,0.733,296.99655,49.25642,15.29,1,confirmed
6716545,K02906.02,,CANDIDATE,145.881936,0.325,11.342,156.9,1.8,424.0,7.63,11.2,3,10.0,6052.0,4.183,0.08,1.424,1.128,297.94476,42.191879,13.716,0,candidate
10586004,K00275.02,Kepler-129 c,CONFIRMED,82.2001239,0.001,10.627,233.9,2.57,525.0,17.96,47.9,2,13.0,5758.0,4.072,0.3,1.704,1.251,285.31125,47.848564,11.696,1,confirmed
4483138,K02910.01,Kepler-1384 b,CONFIRMED,15.3626052,0.25,3.736,468.3,1.8,608.0,32.23,19.7,1,58.0,5011.0,4.484,0.2,0.851,0.806,296.21518,39.52705,15.384,1,confirmed
9475552,K02694.01,Kepler-1315 b,CONFIRMED,0.843379985,0.696,1.4474,343.3,1.7,1541.0,1329.99,53.6,2,1577.0,4818.0,4.481,0.56,0.856,0.809,295.82144,46.053028,14.975,1,confirmed
9475552,K02694.02,Kepler-1315 c,CONFIRMED,6.56606941,0.687,1.8455,402.4,1.83,777.0,86.27,25.8,2,170.0,4818.0,4.481,0.56,0.856,0.809,295.82144,46.053028,14.975,1,confirmed
8292840,K00260.01,Kepler-126 b,CONFIRMED,10.49566303,0.16,4.7356,106.1,1.34,1009.0,244.59,48.7,3,128.0,6214.0,4.238,-0.16,1.297,1.059,289.34732,44.208511,10.5,1,confirmed
5196864,K02695.01,,CANDIDATE,2.50343279,1.178,1.534,1156.0,20.23,1147.0,408.12,13.2,1,416.0,5174.0,4.483,-0.04,0.84,0.782,294.54373,40.313862,15.601,0,candidate
11071200,K02696.01,,CANDIDATE,96.4562198,0.775,11.195,950.5,9.1,727.0,65.96,54.6,2,11.0,7029.0,3.806,-0.16,2.704,1.704,284.41592,48.65802,12.998,0,candidate
11071200,K02696.02,,CANDIDATE,44.5643831,0.851,7.874,360.5,5.8,940.0,184.67,27.0,2,24.0,7029.0,3.806,-0.16,2.704,1.704,284.41592,48.65802,12.998,0,candidate
10905911,K02754.01,Kepler-1339 b,CONFIRMED,1.34155642,0.259,1.6462,58.2,0.74,1642.0,1715.26,23.7,1,469.0,5779.0,4.44,-0.08,0.97,0.945,283.74582,48.373432,12.299,1,confirmed
3545135,K02755.01,Kepler-1689 b,CONFIRMED,8.48299282,0.564,2.505,69.1,0.8,879.0,141.04,21.3,1,159.0,5827.0,4.471,-0.16,0.933,0.94,291.57422,38.655949,12.147,1,confirmed
6964929,K02756.01,Kepler-1340 b,CONFIRMED,0.665025941,0.448,1.7542,104.7,1.11,2174.0,5246.66,26.5,2,2015.0,5884.0,4.408,0.16,1.07,1.07,296.23282,42.47279,14.758,1,confirmed
6432345,K02757.01,Kepler-1690 b,CONFIRMED,234.635652,0.025,6.965,868.5,2.56,267.0,1.2,26.7,1,7.0,5422.0,4.481,0.0,0.885,0.867,288.15671,41.877972,14.607,1,confirmed
8703129,K02758.01,,CANDIDATE,253.374581,0.028,22.889,1104.0,19.25,555.0,22.41,99.9,1,6.0,5177.0,3.216,0.1,5.949,2.122,296.7236,44.853142,11.893,0,candidate
11565924,K02837.01,Kepler-1364 b,CONFIRMED,13.32191461,0.784,6.213,133.5,2.88,1299.0,672.06,24.3,1,103.0,6995.0,3.925,-0.12,2.274,1.584,295.15219,49.587601,13.228,1,confirmed
6607357,K02838.01,Kepler-1365 b,CONFIRMED,7.69994466,0.018,4.432,70.9,0.92,969.0,208.61,17.4,2,176.0,5727.0,4.328,0.0,1.104,0.946,292.19971,42.046089,13.421,1,confirmed
6607357,K02838.02,Kepler-1365 c,CONFIRMED,4.77466043,0.03,3.804,54.3,0.81,1137.0,395.06,15.5,2,265.0,5727.0,4.328,0.0,1.104,0.946,292.19971,42.046089,13.421,1,confirmed
9451706,K00271.02,Kepler-127 c,CONFIRMED,29.39337161,0.512,7.0445,327.0,2.5,698.0,55.98,69.7,3,48.0,6075.0,4.264,0.32,1.352,1.225,285.19,46.027962,11.485,1,confirmed
6186964,K02839.01,Kepler-1366 b,CONFIRMED,2.164570593,0.338,1.2862,525.1,1.27,783.0,88.91,19.8,1,384.0,3941.0,4.713,-0.04,0.554,0.578,285.06491,41.554871,15.877,1,confirmed
9693006,K02913.01,Kepler-1385 b,CONFIRMED,2.88878583,0.242,2.977,40.9,0.84,1423.0,969.05,17.2,1,463.0,5696.0,4.247,0.44,1.331,1.139,282.63138,46.48111,12.858,1,confirmed
6837283,K02914.01,,CANDIDATE,21.1181653,0.675,9.734,112.7,2.89,1110.0,359.11,26.3,1,66.0,6461.0,3.779,-0.12,2.566,1.443,281.69159,42.397549,12.199,0,candidate
5613821,K02915.01,,CANDIDATE,5.06092282,0.944,2.586,71.6,0.98,998.0,234.93,15.7,1,259.0,5637.0,4.492,0.0,0.911,0.939,289.91742,40.828606,13.346,0,candidate
5128673,K02698.01,Kepler-1316 b,CONFIRMED,87.9724227,0.015,14.638,866.7,3.39,446.0,9.37,64.6,1,15.0,5837.0,4.305,0.0,1.159,0.988,298.83588,40.29314,14.0,1,confirmed
6690836,K02699.01,Kepler-1317 b,CONFIRMED,0.568874717,0.05,1.2177,378.4,1.49,1796.0,2473.19,50.4,1,2342.0,5223.0,4.593,0.07,0.78,0.889,291.61188,42.115971,15.23,1,confirmed
8639908,K02700.01,,CANDIDATE,0.910020582,0.79,1.7956,358.1,1.12,1127.0,380.16,29.9,1,1469.0,4297.0,4.725,-0.68,0.533,0.55,297.00354,44.775089,15.381,0,candidate
11076400,K02759.01,,CANDIDATE,1.07808492,0.287,0.8551,155.6,1.01,1417.0,951.61,22.9,1,991.0,4906.0,4.511,0.18,0.814,0.783,287.72565,48.651379,14.288,0,candidate
7877978,K02760.01,Kepler-1874 b,CONFIRMED,56.5732318,0.942,4.188,688.5,2.69,356.0,3.79,21.6,1,24.0,4701.0,4.54,0.24,0.775,0.758,286.3718,43.691921,14.889,1,confirmed
12024120,K00265.01,Kepler-507 b,CONFIRMED,3.568099612,0.531,3.2131,98.4,1.36,1407.0,926.89,52.5,1,371.0,6007.0,4.232,0.08,1.334,1.107,297.01883,50.408981,11.994,1,confirmed
8210018,K02762.01,Kepler-1341 b,CONFIRMED,132.9955503,0.703,7.436,1275.4,2.51,241.0,0.8,29.3,1,11.0,4523.0,4.636,-0.1,0.659,0.687,280.51175,44.159351,15.028,1,confirmed
3642289,K00301.01,Kepler-135 b,CONFIRMED,6.002548291,0.914,4.1628,202.0,2.33,1209.0,504.79,71.6,2,223.0,6204.0,4.269,0.26,1.36,1.257,290.49512,38.795479,12.73,1,confirmed
3642289,K00301.02,Kepler-135 c,CONFIRMED,11.44865823,0.824,4.953,75.2,1.32,975.0,213.39,21.9,2,115.0,6204.0,4.269,0.26,1.36,1.257,290.49512,38.795479,12.73,1,confirmed
3662838,K00302.01,Kepler-516 b,CONFIRMED,24.85466504,0.746,9.182,776.2,7.61,1095.0,339.33,88.0,2,42.0,6967.0,3.864,-0.02,2.527,1.7,295.6088,38.735741,12.059,1,confirmed
5966322,K00303.01,Kepler-517 b,CONFIRMED,60.92818866,0.009,6.3336,755.6,2.78,467.0,11.28,120.1,1,21.0,5638.0,4.359,-0.12,1.023,0.871,293.67532,41.295361,12.193,1,confirmed
6029239,K00304.01,Kepler-518 b,CONFIRMED,8.512037736,0.005,2.1861,597.8,2.14,839.0,117.11,102.2,2,158.0,5767.0,4.538,-0.06,0.881,0.979,287.08997,41.373878,12.549,1,confirmed
12404954,K00361.01,Kepler-537 b,CONFIRMED,3.247548814,0.31,2.5146,209.7,1.41,1181.0,460.67,51.6,1,417.0,5703.0,4.498,0.36,0.975,1.091,289.88065,51.277081,13.1,1,confirmed
10190075,K03007.01,,CANDIDATE,11.1916199,0.895,2.1,166.4,1.47,782.0,88.34,11.9,1,120.0,5646.0,4.464,0.1,0.956,0.97,283.33533,47.208832,14.528,0,candidate
9070666,K03008.01,Kepler-1408 b,CONFIRMED,2.99792926,0.403,4.398,45.4,1.12,1616.0,1611.51,16.0,1,120.0,5888.0,4.061,0.14,1.645,1.136,282.69995,45.42577,12.003,1,confirmed
3642335,K03010.01,Kepler-1410 b,CONFIRMED,60.8660974,0.004,4.397,714.3,1.39,244.0,0.84,15.4,1,23.0,3808.0,4.734,-0.02,0.522,0.539,290.51019,38.743542,15.757,1,confirmed
10749059,K03086.01,,CANDIDATE,174.731515,0.021,8.257,1179.9,3.0,287.0,1.6,16.5,1,5.0,5201.0,4.447,0.1,0.897,0.82,297.88464,48.00145,15.707,0,candidate
9020114,K03088.01,Kepler-1901 b,CONFIRMED,3.48412874,0.106,1.422,161.6,1.16,1132.0,389.41,13.3,2,379.0,5696.0,4.519,0.14,0.921,1.022,291.16437,45.318291,14.953,1,confirmed
6196457,K00285.01,Kepler-92 b,CONFIRMED,13.74883059,0.658,6.0968,425.9,3.63,975.0,213.84,167.6,3,98.0,5862.0,4.05,0.16,1.67,1.142,289.08606,41.562958,11.565,1,confirmed
7668416,K03089.01,,CANDIDATE,0.858546796,0.241,1.1,106.1,0.88,1671.0,1846.35,12.2,1,1324.0,5269.0,4.491,0.06,0.864,0.843,286.14804,43.369202,15.247,0,candidate
6029239,K00304.02,,CANDIDATE,5.518195,0.243,1.81,27.1,0.46,969.0,208.54,5.2,2,234.0,5767.0,4.538,-0.06,0.881,0.979,287.08997,41.373878,12.549,0,candidate
6063220,K00305.01,Kepler-99 b,CONFIRMED,4.603575293,0.246,2.3499,440.4,1.51,810.0,101.65,79.7,1,291.0,4783.0,4.602,0.18,0.741,0.805,297.354,41.300049,12.97,1,confirmed
6071903,K00306.01,Kepler-519 b,CONFIRMED,24.30784323,0.425,2.6054,677.1,2.14,532.0,18.87,35.6,1,55.0,5313.0,4.571,0.12,0.82,0.913,299.31955,41.38464,12.63,1,confirmed
6289257,K00307.01,Kepler-520 b,CONFIRMED,19.67409703,0.914,3.7535,204.9,1.78,711.0,60.37,39.0,2,68.0,6023.0,4.423,-0.08,1.031,1.027,293.18033,41.61776,12.797,1,confirmed
10905239,K00046.01,Kepler-101 b,CONFIRMED,3.487688776,0.026,3.83661,1298.8,5.64,1445.0,1033.07,350.6,2,386.0,5576.0,4.065,0.3,1.593,1.074,283.25549,48.355232,13.77,1,confirmed
11623629,K00365.01,Kepler-538 b,CONFIRMED,81.737872,0.02,6.6923,628.8,2.16,385.0,5.2,135.4,2,16.0,5559.0,4.502,-0.1,0.873,0.882,297.48691,49.623451,11.195,1,confirmed
3545478,K00366.01,,CANDIDATE,75.1122132,0.838,4.9458,3751.5,23.23,777.0,86.18,384.0,1,18.0,6201.0,3.616,0.21,3.354,1.694,291.66418,38.619255,11.714,0,candidate
4815520,K00367.01,Kepler-1656 b,CONFIRMED,31.578651216,0.04,2.12791,2125.4,4.52,570.0,24.94,324.3,1,33.0,5733.0,4.442,0.08,0.99,0.987,284.47217,39.911812,11.105,1,confirmed
7175184,K00369.01,Kepler-144 b,CONFIRMED,5.88527364,0.622,1.9531,112.7,1.59,1253.0,583.47,27.4,2,225.0,6070.0,4.157,-0.08,1.431,1.072,281.91568,42.775509,11.992,1,confirmed
11565544,K03013.01,,CANDIDATE,3.76562031,1.193,1.288,232.6,19.39,1084.0,326.2,14.6,1,354.0,5743.0,4.553,-0.14,0.853,0.949,294.96811,49.556511,14.698,0,candidate
7347246,K03014.01,Kepler-1411 b,CONFIRMED,86.1160885,0.016,6.058,875.2,3.11,441.0,8.93,17.8,1,14.0,6161.0,4.454,0.07,1.053,1.15,286.36157,42.963921,15.831,1,confirmed
11403530,K03015.01,Kepler-1412 b,CONFIRMED,3.61460332,0.026,3.227,43.9,0.9,1397.0,900.38,15.4,1,372.0,5799.0,4.161,0.0,1.375,0.999,292.18011,49.20248,13.219,1,confirmed
5088536,K00282.02,Kepler-130 b,CONFIRMED,8.45744892,0.494,3.2893,77.4,1.02,982.0,220.05,31.0,3,160.0,5903.0,4.304,-0.16,1.137,0.95,288.45065,40.245327,11.529,1,confirmed
12072872,K03017.01,,CANDIDATE,2.46288834,0.256,1.724,47.4,0.67,1391.0,883.43,11.9,1,547.0,5893.0,4.395,-0.44,0.967,0.848,296.85925,50.560162,13.308,0,candidate
6609270,K03090.01,Kepler-1902 b,CONFIRMED,3.82223397,0.725,1.924,362.7,1.05,601.0,30.84,15.9,2,258.0,3729.0,4.733,0.06,0.514,0.52,292.73764,42.014832,15.665,1,confirmed
12406807,K03091.01,Kepler-1903 b,CONFIRMED,17.067644,0.106,6.026,262.4,1.62,769.0,82.56,13.5,2,79.0,6347.0,4.464,-0.34,0.996,1.053,290.88831,51.248169,15.372,1,confirmed
5096590,K03093.01,Kepler-1424 b,CONFIRMED,29.6099055,0.984,7.433,120.1,1.74,629.0,37.12,14.3,1,45.0,5812.0,4.329,0.0,1.122,0.977,290.99167,40.229321,13.619,1,confirmed
9650989,K03095.01,Kepler-1905 b,CONFIRMED,3.42390809,0.213,1.773,153.1,1.25,1212.0,508.75,13.1,1,392.0,5788.0,4.442,0.16,1.015,1.038,292.57336,46.36684,15.067,1,confirmed
6289257,K00307.02,Kepler-520 c,CONFIRMED,5.21104597,0.833,3.3447,102.7,1.18,1107.0,354.82,36.9,2,252.0,6023.0,4.423,-0.08,1.031,1.027,293.18033,41.61776,12.797,1,confirmed
6291837,K00308.01,Kepler-1715 b,CONFIRMED,35.5969684,0.895,6.691,684.5,3.72,646.0,41.06,52.5,1,38.0,6212.0,4.309,-0.04,1.209,1.082,293.92972,41.602871,12.351,1,confirmed
7050989,K00312.01,Kepler-136 b,CONFIRMED,11.57890926,0.359,2.7207,243.4,2.06,951.0,193.48,54.8,2,119.0,6156.0,4.284,0.14,1.303,1.193,296.46732,42.598785,12.459,1,confirmed
7175184,K00369.02,Kepler-144 c,CONFIRMED,10.10463142,0.571,2.369,114.6,1.59,1046.0,283.38,24.1,2,132.0,6070.0,4.157,-0.08,1.431,1.072,281.91568,42.775509,11.992,1,confirmed
8494142,K00370.01,Kepler-145 c,CONFIRMED,42.88247951,0.391,9.7471,408.9,3.61,709.0,59.6,112.2,2,33.0,6143.0,4.039,0.12,1.763,1.24,291.38776,44.52911,11.931,1,confirmed
11554435,K00063.01,Kepler-63 b,CONFIRMED,9.43414171,0.538,2.8112,3977.0,5.73,791.0,92.39,40.2,1,144.0,5578.0,4.518,0.04,0.886,0.943,289.22617,49.548199,11.582,1,confirmed
8494142,K00370.02,Kepler-145 b,CONFIRMED,22.95062278,0.748,4.4814,129.8,2.17,873.0,137.23,32.9,2,56.0,6143.0,4.039,0.12,1.763,1.24,291.38776,44.52911,11.931,1,confirmed
6471021,K00372.01,Kepler-539 b,CONFIRMED,125.6291479,0.471,9.108,7841.6,10.02,388.0,5.35,150.4,1,11.0,5819.0,4.334,-0.02,1.111,0.972,299.12244,41.86676,12.391,1,confirmed
8709688,K03019.01,Kepler-1893 b,CONFIRMED,4.17939037,0.317,2.647,172.8,1.52,1194.0,478.98,16.1,2,319.0,5633.0,4.296,0.16,1.162,0.973,298.40137,44.838181,14.927,1,confirmed
8241079,K03020.01,,CANDIDATE,10.9192653,0.434,4.572,91.1,1.9,1107.0,355.29,15.0,1,122.0,5745.0,3.939,0.3,1.972,1.234,294.54041,44.190979,13.534,0,candidate
11618601,K03022.01,Kepler-1894 b,CONFIRMED,2.76263737,0.46,1.821,185.0,1.25,1231.0,544.05,14.1,2,482.0,5772.0,4.528,0.0,0.901,0.999,295.58649,49.666851,15.4,1,confirmed
7582689,K03097.01,Kepler-431 d,CONFIRMED,11.9216035,0.929,5.009,43.2,0.87,851.0,123.89,15.1,3,110.0,6006.0,4.403,0.07,1.082,1.081,281.11234,43.227791,11.973,1,confirmed
7582689,K03097.02,Kepler-431 b,CONFIRMED,6.80257947,0.889,4.608,32.7,0.73,1026.0,262.26,14.7,3,190.0,6006.0,4.403,0.07,1.082,1.081,281.11234,43.227791,11.973,1,confirmed
7582689,K03097.03,Kepler-431 c,CONFIRMED,8.70312154,0.886,4.807,32.0,0.72,945.0,188.7,13.0,3,140.0,6006.0,4.403,0.07,1.082,1.081,281.11234,43.227791,11.973,1,confirmed
6196457,K00285.02,Kepler-92 c,CONFIRMED,26.723169,0.035,8.501,195.0,2.31,781.0,88.1,67.5,3,51.0,5862.0,4.05,0.16,1.67,1.142,289.08606,41.562958,11.565,1,confirmed
7050989,K00312.02,Kepler-136 c,CONFIRMED,16.39926461,0.115,3.4108,220.8,1.94,847.0,121.53,46.4,2,82.0,6156.0,4.284,0.14,1.303,1.193,296.46732,42.598785,12.459,1,confirmed
7419318,K00313.01,Kepler-137 c,CONFIRMED,18.73577127,0.785,3.0356,567.2,2.1,568.0,24.66,81.8,2,73.0,5188.0,4.547,-0.04,0.795,0.814,282.13553,43.039101,12.99,1,confirmed
7419318,K00313.02,Kepler-137 b,CONFIRMED,8.43639829,0.51,3.2451,345.5,1.5,742.0,71.51,76.8,2,156.0,5188.0,4.547,-0.04,0.795,0.814,282.13553,43.039101,12.99,1,confirmed
7603200,K00314.01,Kepler-138 c,CONFIRMED,13.78109471,0.545,2.3188,756.0,1.42,402.0,6.17,112.8,3,98.0,3846.0,4.738,-0.24,0.503,0.505,290.3815,43.292988,12.925,1,confirmed
7603200,K00314.02,Kepler-138 d,CONFIRMED,23.08902241,0.32,1.7012,598.3,1.24,338.0,3.1,57.4,3,55.0,3846.0,4.738,-0.24,0.503,0.505,290.3815,43.292988,12.925,1,confirmed
10905239,K00046.02,Kepler-101 c,CONFIRMED,6.02977241,0.379,3.961,54.6,1.18,1204.0,496.46,11.5,2,201.0,5576.0,4.065,0.3,1.593,1.074,283.25549,48.355232,13.77,1,confirmed
7364176,K00373.01,Kepler-1718 b,CONFIRMED,135.1879934,0.023,8.8191,663.4,2.32,345.0,3.33,85.8,1,10.0,5731.0,4.451,-0.32,0.906,0.846,292.23492,42.909458,12.765,1,confirmed
8686097,K00374.01,Kepler-540 b,CONFIRMED,172.7046083,0.004,11.347,659.1,2.85,355.0,3.77,92.9,1,8.0,5851.0,4.302,-0.22,1.116,0.91,290.62524,44.873959,12.209,1,confirmed
12356617,K00375.01,Kepler-1704 b,CONFIRMED,988.8811177,0.1667,5.9504,5060.0,10.81,223.0,0.58,136.4,1,,5755.0,4.101,0.24,1.549,1.105,291.2012,51.144279,13.293,1,confirmed
3323887,K00377.01,Kepler-9 b,CONFIRMED,19.270825843,0.169,4.1281,6660.5,7.74,661.0,45.05,577.1,3,67.0,5779.0,4.491,0.12,0.956,1.034,285.57397,38.400902,13.803,1,confirmed
11618601,K03022.02,Kepler-1894 c,CONFIRMED,5.05368985,0.53,2.514,171.5,1.21,1007.0,243.06,11.5,2,255.0,5772.0,4.528,0.0,0.901,0.999,295.58649,49.666851,15.4,1,confirmed
9716391,K03025.01,Kepler-1413 b,CONFIRMED,13.1829329,0.016,3.594,518.0,1.84,661.0,45.19,13.8,1,84.0,5382.0,4.571,0.1,0.827,0.928,294.34164,46.49876,16.239,1,confirmed
6929841,K03026.01,Kepler-1414 b,CONFIRMED,3.51575492,0.061,1.381,237.4,1.35,1033.0,269.57,15.2,1,293.0,5094.0,4.45,0.26,0.901,0.833,284.92859,42.42231,14.897,1,confirmed
5088536,K00282.03,Kepler-130 d,CONFIRMED,87.5177787,0.983,2.55,136.5,1.85,451.0,9.76,12.2,3,14.0,5903.0,4.304,-0.16,1.137,0.95,288.45065,40.245327,11.529,1,confirmed
11508644,K03101.01,Kepler-1426 b,CONFIRMED,14.2563272,0.894,4.796,206.1,1.73,797.0,95.22,14.3,1,91.0,6140.0,4.455,-0.04,1.027,1.094,292.54575,49.416969,15.192,1,confirmed
12168993,K03105.01,,CANDIDATE,4.21223579,0.97,7.898,116.4,1.04,887.0,146.4,12.8,1,314.0,5116.0,4.591,-0.44,0.7,0.698,296.28064,50.755669,15.277,0,candidate
8895758,K03106.01,Kepler-1427 b,CONFIRMED,0.968980781,0.065,1.517,118.5,1.08,1844.0,2730.51,12.8,1,1169.0,5866.0,4.473,0.18,1.0,1.083,295.34967,45.114552,15.415,1,confirmed
7603200,K00314.03,Kepler-138 b,CONFIRMED,10.31282204,0.061,2.0138,137.6,0.59,443.0,9.07,22.0,3,122.0,3846.0,4.738,-0.24,0.503,0.505,290.3815,43.292988,12.925,1,confirmed
7700622,K00315.01,Kepler-1716 b,CONFIRMED,35.58349688,0.001,3.9885,937.6,2.03,408.0,6.54,90.8,1,39.0,4894.0,4.637,-0.24,0.684,0.753,297.27188,43.333309,12.968,1,confirmed
8008067,K00316.01,Kepler-139 b,CONFIRMED,15.77111067,0.009,5.0574,547.1,2.62,752.0,75.61,123.2,3,87.0,5620.0,4.333,0.34,1.143,1.025,282.39194,43.889351,12.701,1,confirmed
8008067,K00316.02,Kepler-139 c,CONFIRMED,157.0659976,0.004,8.1289,551.4,2.63,350.0,3.53,50.9,3,9.0,5620.0,4.333,0.34,1.143,1.025,282.39194,43.889351,12.701,1,confirmed
8008067,K00316.03,Kepler-139 d,CONFIRMED,7.305706326,0.826,1.4228,264.9,2.11,972.0,210.72,43.6,3,173.0,5620.0,4.333,0.34,1.143,1.025,282.39194,43.889351,12.701,1,confirmed
3323887,K00377.02,Kepler-9 c,CONFIRMED,38.90787517,0.6883,4.5271,6159.1,7.98,523.0,17.66,366.1,3,,5779.0,4.491,0.12,0.956,1.034,285.57397,38.400902,13.803,1,confirmed
7051180,K00064.01,,CANDIDATE,1.951082219,0.925,1.6975,1151.8,10.35,2005.0,3822.26,30.1,1,687.0,5302.0,3.768,0.0,2.426,1.258,296.51059,42.54744,13.143,0,candidate
3323887,K00377.03,Kepler-9 d,CONFIRMED,1.59295975,0.0779,1.9313,248.3,1.48,1517.0,1251.43,48.9,3,,5779.0,4.491,0.12,0.956,1.034,285.57397,38.400902,13.803,1,confirmed
2446113,K00379.02,,CANDIDATE,23.1375919,0.429,3.35,114.0,1.83,837.0,115.86,12.9,2,58.0,6078.0,4.094,0.14,1.683,1.285,292.05676,37.776192,13.319,0,candidate
11137180,K03027.01,Kepler-1895 b,CONFIRMED,6.07032548,0.454,1.341,311.6,1.36,789.0,91.45,11.9,1,220.0,5076.0,4.598,0.1,0.763,0.86,291.6756,48.762562,15.489,1,confirmed
5903749,K03029.01,,CANDIDATE,18.9763286,0.922,2.379,329.8,2.24,638.0,39.11,11.0,2,69.0,5300.0,4.385,0.18,0.986,0.861,298.75836,41.159882,14.948,0,candidate
